gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand
ENSG00000204033,protein_coding,train,-1.4632121967076763,LRIT2,84225549,chr10,-
ENSG00000123384,protein_coding,train,1.0279796928937597,LRP1,57128530,chr12,+
ENSG00000197324,protein_coding,train,1.3324887624596211,LRP10,22871858,chr14,+
ENSG00000120256,protein_coding,test,0.6909534310837032,LRP11,149864365,chr6,-
ENSG00000147650,protein_coding,train,0.1916532875802819,LRP12,104589292,chr8,-
ENSG00000168702,protein_coding,test,-1.3461106354089365,LRP1B,142130978,chr2,-
ENSG00000081479,protein_coding,train,-1.4137075508612182,LRP2,169362540,chr2,-
ENSG00000109771,protein_coding,test,-0.8833951602917164,LRP2BP,185395929,chr4,-
ENSG00000130881,protein_coding,train,0.8223798695110518,LRP3,33194364,chr19,+
ENSG00000134569,protein_coding,train,0.2248058449353166,LRP4,46918584,chr11,-
ENSG00000162337,protein_coding,train,0.971293064583118,LRP5,68312659,chr11,+
ENSG00000070018,protein_coding,train,0.5513075765301573,LRP6,12267055,chr12,-
ENSG00000157193,protein_coding,train,0.4384984431637295,LRP8,53328117,chr1,-
ENSG00000163956,protein_coding,train,0.907510267136976,LRPAP1,3532431,chr4,-
ENSG00000138095,protein_coding,train,1.1170872817588136,LRPPRC,43995996,chr2,-
ENSG00000165501,protein_coding,train,0.6265694527861353,LRR1,49598956,chr14,+
ENSG00000137269,protein_coding,train,0.2772578673474329,LRRC1,53795019,chr6,+
ENSG00000198812,protein_coding,train,-1.4632121967076763,LRRC10,69610914,chr12,-
ENSG00000204950,protein_coding,train,-0.7933124755586693,LRRC10B,61508755,chr11,+
ENSG00000160959,protein_coding,train,0.6736757027294669,LRRC14,144518017,chr8,+
ENSG00000185028,protein_coding,train,-1.3969141472238904,LRRC14B,191500,chr5,+
ENSG00000172061,protein_coding,train,-1.3727887393688525,LRRC15,194369750,chr3,-
ENSG00000128606,protein_coding,train,-0.1607662817024101,LRRC17,102913009,chr7,+
ENSG00000184434,protein_coding,train,-1.4468933945211957,LRRC19,27005677,chr9,-
ENSG00000163827,protein_coding,train,-0.6580034113474301,LRRC2,46566320,chr3,-
ENSG00000172731,protein_coding,train,0.5248201789283418,LRRC20,70382639,chr10,-
ENSG00000010626,protein_coding,train,0.1812530402544564,LRRC23,6904881,chr12,+
ENSG00000254402,protein_coding,train,0.1031045967425842,LRRC24,144527045,chr8,-
ENSG00000175489,protein_coding,train,-0.9107145819091168,LRRC25,18397650,chr19,-
ENSG00000184709,protein_coding,train,-1.2918885542488427,LRRC26,137170058,chr9,-
ENSG00000148814,protein_coding,train,-0.3136029136351004,LRRC27,132332220,chr10,+
ENSG00000168904,protein_coding,train,0.0888349319339953,LRRC28,99251510,chr15,+
ENSG00000160233,protein_coding,valid,0.0368720264652727,LRRC3,44455537,chr21,+
ENSG00000206422,protein_coding,train,-1.4632121967076763,LRRC30,7230876,chr18,+
ENSG00000114248,protein_coding,train,-1.4561495732847278,LRRC31,169869940,chr3,-
ENSG00000137507,protein_coding,train,-0.1914318038688537,LRRC32,76670754,chr11,-
ENSG00000171757,protein_coding,train,-0.5020686274121218,LRRC34,169812939,chr3,-
ENSG00000159708,protein_coding,train,-1.2128984426991647,LRRC36,67326849,chr16,+
ENSG00000176809,protein_coding,valid,-0.1914318038688537,LRRC37A3,64919488,chr17,-
ENSG00000185158,protein_coding,train,0.3437425868914593,LRRC37B,32007595,chr17,+
ENSG00000162494,protein_coding,train,-1.4355715179326214,LRRC38,13514026,chr1,-
ENSG00000122477,protein_coding,train,-0.3348803407732871,LRRC39,100178273,chr1,-
ENSG00000179796,protein_coding,train,-1.3708325959347625,LRRC3B,26622838,chr3,+
ENSG00000128594,protein_coding,train,-0.1712362813836754,LRRC4,128032138,chr7,-
ENSG00000066557,protein_coding,train,0.8451689935268007,LRRC40,70205597,chr1,-
ENSG00000132128,protein_coding,test,0.9744054905088584,LRRC41,46303285,chr1,-
ENSG00000116212,protein_coding,train,0.9740854208364969,LRRC42,53946390,chr1,+
ENSG00000158113,protein_coding,train,-1.0045097645919387,LRRC43,122183151,chr12,+
ENSG00000169683,protein_coding,train,0.5862386433079884,LRRC45,82023326,chr17,+
ENSG00000141294,protein_coding,test,-0.6997526128875041,LRRC46,47831695,chr17,+
ENSG00000130764,protein_coding,train,1.2095009951252529,LRRC47,3796517,chr1,-
ENSG00000137821,protein_coding,train,-0.044760525093518,LRRC49,70892875,chr15,+
ENSG00000131409,protein_coding,train,-0.069732822904457,LRRC4B,50568446,chr19,-
ENSG00000148948,protein_coding,train,-0.9581516349592956,LRRC4C,41459665,chr11,-
ENSG00000162763,protein_coding,train,-1.4632121967076763,LRRC52,165544011,chr1,+
ENSG00000162621,protein_coding,train,-1.4632121967076763,LRRC53,74512614,chr1,-
ENSG00000183908,protein_coding,train,-1.282073774254307,LRRC55,57181964,chr11,+
ENSG00000161328,protein_coding,train,-0.2598138286343291,LRRC56,537537,chr11,+
ENSG00000180979,protein_coding,train,0.609406969743517,LRRC57,42548807,chr15,-
ENSG00000163428,protein_coding,train,0.7749260615622815,LRRC58,120349362,chr3,-
ENSG00000108829,protein_coding,train,1.603770079246043,LRRC59,50397553,chr17,-
ENSG00000129295,protein_coding,train,-0.4035915089024293,LRRC6,132675564,chr8,-
ENSG00000127399,protein_coding,train,0.3000477832924345,LRRC61,150323388,chr7,+
ENSG00000173988,protein_coding,train,-1.3052990334988772,LRRC63,46211980,chr13,+
ENSG00000188993,protein_coding,train,-0.9747976976696578,LRRC66,52017940,chr4,-
ENSG00000214954,protein_coding,train,-0.739821749239672,LRRC69,91102616,chr8,+
ENSG00000033122,protein_coding,train,-1.2256623726707392,LRRC7,69567944,chr1,+
ENSG00000186105,protein_coding,train,-0.600396943588433,LRRC70,62578858,chr5,+
ENSG00000160838,protein_coding,train,-1.2885943457979498,LRRC71,156920666,chr1,+
ENSG00000205858,protein_coding,train,-1.4632121967076763,LRRC72,16526853,chr7,+
ENSG00000204052,protein_coding,train,-0.6734563774608298,LRRC73,43510365,chr6,-
ENSG00000136802,protein_coding,train,1.1861464688500225,LRRC8A,128882191,chr9,+
ENSG00000197147,protein_coding,train,0.4345643003988385,LRRC8B,89524934,chr1,+
ENSG00000171488,protein_coding,train,0.1463038951055874,LRRC8C,89633168,chr1,+
ENSG00000171492,protein_coding,train,0.8476106056935284,LRRC8D,89821058,chr1,+
ENSG00000171017,protein_coding,valid,-0.2388907046119291,LRRC8E,7888523,chr19,+
ENSG00000133739,protein_coding,test,0.2819521965255591,LRRCC1,85107252,chr8,+
ENSG00000240720,protein_coding,train,0.8054838854257891,LRRD1,92179143,chr7,-
ENSG00000124831,protein_coding,train,0.8940252599058401,LRRFIP1,237692282,chr2,+
ENSG00000093167,protein_coding,train,0.5680144956631445,LRRFIP2,37176353,chr3,-
ENSG00000133640,protein_coding,train,-1.1752520811724418,LRRIQ1,85036383,chr12,+
ENSG00000162620,protein_coding,train,-1.119236441821039,LRRIQ3,74198184,chr1,-
ENSG00000154237,protein_coding,train,0.0159362735336265,LRRK1,100919380,chr15,+
ENSG00000188906,protein_coding,train,-0.6392648701203794,LRRK2,40225039,chr12,+
ENSG00000175928,protein_coding,train,-0.3844201585713113,LRRN1,3799442,chr3,+
ENSG00000170382,protein_coding,train,-0.2525515865744425,LRRN2,204685745,chr1,-
ENSG00000173114,protein_coding,train,-0.4685701879513417,LRRN3,111091135,chr7,+
ENSG00000125872,protein_coding,train,-1.2447274839909048,LRRN4,6054023,chr20,-
ENSG00000177363,protein_coding,train,-0.9680690159081962,LRRN4CL,62689541,chr11,-
ENSG00000162951,protein_coding,train,-1.329720225688083,LRRTM1,80304757,chr2,-
ENSG00000146006,protein_coding,train,-1.1488568057864563,LRRTM2,138875350,chr5,-
ENSG00000198739,protein_coding,train,-1.420161583897135,LRRTM3,66926043,chr10,+
ENSG00000176204,protein_coding,train,-1.1857068098066483,LRRTM4,77522392,chr2,-
ENSG00000148356,protein_coding,train,0.544091343693907,LRSAM1,127451538,chr9,+
ENSG00000144771,protein_coding,train,-1.4632121967076763,LRTM1,54928065,chr3,-
ENSG00000166159,protein_coding,train,-1.4137075508612182,LRTM2,1820591,chr12,+
ENSG00000184154,protein_coding,train,-0.1119000109572706,LRTOMT,72080858,chr11,+
ENSG00000161036,protein_coding,train,0.4247832505647004,LRWD1,102465027,chr7,+
ENSG00000185565,protein_coding,train,-0.4367368490618673,LSAMP,116445533,chr3,-
ENSG00000041802,protein_coding,train,0.8986173975157797,LSG1,194672237,chr3,-
ENSG00000175324,protein_coding,train,1.0319147040369487,LSM1,38176517,chr8,-
ENSG00000181817,protein_coding,train,1.0910207738454325,LSM10,36397926,chr1,-
ENSG00000155858,protein_coding,train,0.0103424167748833,LSM11,157743750,chr5,+
ENSG00000161654,protein_coding,train,1.0571119234680029,LSM12,44066689,chr17,-
ENSG00000257103,protein_coding,train,1.4525635410375533,LSM14A,34172559,chr19,+
ENSG00000149657,protein_coding,test,0.961688477504206,LSM14B,62122499,chr20,+
ENSG00000204392,protein_coding,train,1.4032241208871017,LSM2,31806992,chr6,-
ENSG00000170860,protein_coding,train,0.8821269451391064,LSM3,14178863,chr3,+
ENSG00000130520,protein_coding,train,1.7785543500288352,LSM4,18323099,chr19,-
ENSG00000106355,protein_coding,train,0.6942292653171044,LSM5,32490417,chr7,-
ENSG00000164167,protein_coding,train,0.490016509229795,LSM6,146175760,chr4,+
ENSG00000130332,protein_coding,train,1.8695501161076116,LSM7,2328603,chr19,-
ENSG00000130592,protein_coding,train,-0.6606169943256476,LSP1,1853110,chr11,+
ENSG00000105699,protein_coding,train,1.1628089410776925,LSR,35249017,chr19,+
ENSG00000160285,protein_coding,train,1.284358720622597,LSS,46228822,chr21,-
ENSG00000204482,protein_coding,train,-0.7746186946840045,LST1,31586283,chr6,+
ENSG00000226979,protein_coding,train,-1.243233422565096,LTA,31572297,chr6,+
ENSG00000111144,protein_coding,train,1.0382798028264544,LTA4H,96035603,chr12,-
ENSG00000227507,protein_coding,train,-0.9242258655225823,LTB,31582430,chr6,-
ENSG00000213903,protein_coding,train,0.3131803985734148,LTB4R,24311512,chr14,+
ENSG00000213906,protein_coding,train,0.190056833506199,LTB4R2,24310165,chr14,+
ENSG00000049323,protein_coding,train,0.7284246190095167,LTBP1,33134619,chr2,+
ENSG00000119681,protein_coding,train,0.1309116326663733,LTBP2,74612245,chr14,-
ENSG00000168056,protein_coding,train,0.8263119299605778,LTBP3,65558266,chr11,-
ENSG00000090006,protein_coding,train,1.066667316553488,LTBP4,40601389,chr19,+
ENSG00000111321,protein_coding,test,0.7859397767318368,LTBR,6384239,chr12,+
ENSG00000213316,protein_coding,train,-0.4030836243672405,LTC4S,179794023,chr5,+
ENSG00000012223,protein_coding,train,-1.064002927203834,LTF,46464914,chr3,-
ENSG00000062524,protein_coding,train,-0.8813039117443425,LTK,41513833,chr15,-
ENSG00000198862,protein_coding,train,0.6089262663159196,LTN1,28992885,chr21,-
ENSG00000135521,protein_coding,train,1.1024468658025353,LTV1,143843427,chr6,+
ENSG00000007392,protein_coding,train,0.9502926632122992,LUC7L,229457,chr16,-
ENSG00000146963,protein_coding,train,1.081293438065507,LUC7L2,139359979,chr7,+
ENSG00000108848,protein_coding,train,1.3036962848487088,LUC7L3,50719635,chr17,+
ENSG00000139329,protein_coding,train,0.3087299455584205,LUM,91111503,chr12,-
ENSG00000169641,protein_coding,train,0.7643658753188438,LUZP1,23168845,chr1,-
ENSG00000187398,protein_coding,train,-1.2918885542488427,LUZP2,24497074,chr11,+
ENSG00000102021,protein_coding,train,-1.4632121967076763,LUZP4,115289742,chrX,+
ENSG00000079257,protein_coding,train,0.4590978217331388,LXN,158672732,chr3,-
ENSG00000167656,protein_coding,train,-1.4223325904808852,LY6D,142786546,chr8,-
ENSG00000160932,protein_coding,train,1.4311341718307835,LY6E,143018536,chr8,+
ENSG00000240053,protein_coding,train,0.8222648535619183,LY6G5B,31668626,chr6,+
ENSG00000204428,protein_coding,train,-0.4986413512777479,LY6G5C,31681488,chr6,-
ENSG00000204421,protein_coding,train,-1.0333242773032143,LY6G6C,31721762,chr6,-
ENSG00000244355,protein_coding,train,-1.3708325959347625,LY6G6D,31715353,chr6,+
ENSG00000204424,protein_coding,train,-1.3226135143325264,LY6G6F,31706891,chr6,+
ENSG00000176956,protein_coding,train,-1.2985464054434328,LY6H,143160331,chr8,-
ENSG00000160886,protein_coding,train,-0.8218900959069274,LY6K,142700150,chr8,+
ENSG00000248672,protein_coding,train,-0.0322858305975417,LY75-CD302,159904764,chr2,-
ENSG00000112799,protein_coding,test,-1.4289058704029385,LY86,6588727,chr6,+
ENSG00000122224,protein_coding,train,-1.420161583897135,LY9,160796186,chr1,+
ENSG00000154589,protein_coding,train,0.405887546314098,LY96,73991426,chr8,+
ENSG00000145220,protein_coding,train,0.741513898630197,LYAR,4290186,chr4,-
ENSG00000144214,protein_coding,train,-0.2481371543082402,LYG1,99301200,chr2,-
ENSG00000104903,protein_coding,train,-0.1045390408489879,LYL1,13102872,chr19,-
ENSG00000254087,protein_coding,train,0.7219789078196766,LYN,55879845,chr8,+
ENSG00000180155,protein_coding,train,-0.056593076178467,LYNX1,142777269,chr8,-
ENSG00000150551,protein_coding,train,-0.3081696089166678,LYPD1,132670224,chr2,-
ENSG00000197353,protein_coding,train,-1.4632121967076763,LYPD2,142752542,chr8,-
ENSG00000124466,protein_coding,train,-0.3186741150073262,LYPD3,43465616,chr19,-
ENSG00000159871,protein_coding,train,-0.758240861616385,LYPD5,43820648,chr19,-
ENSG00000187123,protein_coding,train,-0.20914080600572,LYPD6,149330606,chr2,+
ENSG00000150556,protein_coding,train,-0.840666852330529,LYPD6B,149038716,chr2,+
ENSG00000120992,protein_coding,train,1.078564927870332,LYPLA1,54102035,chr8,-
ENSG00000011009,protein_coding,test,1.3406125999754472,LYPLA2,23791169,chr1,+
ENSG00000143353,protein_coding,valid,0.4610724562128635,LYPLAL1,219173891,chr1,+
ENSG00000102897,protein_coding,train,0.9338216870650162,LYRM1,20900791,chr16,+
ENSG00000083099,protein_coding,train,0.5698132517279627,LYRM2,89638766,chr6,-
ENSG00000214113,protein_coding,train,0.703529357574165,LYRM4,5260749,chr6,-
ENSG00000186687,protein_coding,train,0.3773282413402516,LYRM7,131171007,chr5,+
ENSG00000163155,protein_coding,train,0.403668727485389,LYSMD1,151165908,chr1,-
ENSG00000140280,protein_coding,train,0.3442680234876628,LYSMD2,51737671,chr15,-
ENSG00000176018,protein_coding,train,0.6671271824008362,LYSMD3,90529605,chr5,-
ENSG00000183060,protein_coding,train,0.2103334107599341,LYSMD4,99733444,chr15,-
ENSG00000143669,protein_coding,train,0.0223973960164763,LYST,235866914,chr1,-
ENSG00000133800,protein_coding,train,-1.2756416199680445,LYVE1,10568644,chr11,-
ENSG00000090382,protein_coding,train,-0.9516533948397482,LYZ,69348391,chr12,+
ENSG00000120563,protein_coding,train,-1.4632121967076763,LYZL1,29289082,chr10,+
ENSG00000151033,protein_coding,train,-1.4632121967076763,LYZL2,30629758,chr10,-
ENSG00000157093,protein_coding,valid,-1.4632121967076763,LYZL4,42410585,chr3,-
ENSG00000162441,protein_coding,test,0.831303889178671,LZIC,9943407,chr1,-
ENSG00000163818,protein_coding,train,0.2478793716399271,LZTFL1,45842145,chr3,-
ENSG00000099949,protein_coding,train,0.7450690703110618,LZTR1,20982334,chr22,+
ENSG00000061337,protein_coding,train,-0.1670513723640678,LZTS1,20303970,chr8,-
ENSG00000107816,protein_coding,train,0.9548230063681832,LZTS2,100999836,chr10,+
ENSG00000003056,protein_coding,test,1.303362636788144,M6PR,8949674,chr12,-
ENSG00000180660,protein_coding,train,-1.0163809008190627,MAB21L1,35476697,chr13,-
ENSG00000181541,protein_coding,train,-1.214299814798271,MAB21L2,150582157,chr4,+
ENSG00000173212,protein_coding,train,-1.338756005752974,MAB21L3,116111406,chr1,+
ENSG00000183742,protein_coding,train,-0.8655701341575611,MACC1,20217411,chr7,-
ENSG00000127603,protein_coding,train,0.8769958793021699,MACF1,39105445,chr1,+
ENSG00000133315,protein_coding,train,0.5590505449382064,MACROD1,64166148,chr11,-
ENSG00000172264,protein_coding,train,-0.9404913713649196,MACROD2,13995525,chr20,+
ENSG00000002822,protein_coding,valid,0.4492257269168577,MAD1L1,2232928,chr7,-
ENSG00000164109,protein_coding,train,0.8766370109628614,MAD2L1,120066867,chr4,-
ENSG00000124688,protein_coding,train,0.9060503632483058,MAD2L1BP,43635854,chr6,+
ENSG00000116670,protein_coding,train,0.8503650675263044,MAD2L2,11681179,chr1,-
ENSG00000099866,protein_coding,train,-1.2171150403344884,MADCAM1,489179,chr19,+
ENSG00000110514,protein_coding,train,0.8317551094835205,MADD,47270176,chr11,+
ENSG00000090316,protein_coding,train,0.8015548449149473,MAEA,1289917,chr4,+
ENSG00000143194,protein_coding,train,-1.312149175793726,MAEL,166989288,chr1,+
ENSG00000178573,protein_coding,train,0.3968553137322445,MAF,79600745,chr16,-
ENSG00000179632,protein_coding,train,1.5745588534448054,MAF1,144104504,chr8,+
ENSG00000182759,protein_coding,train,-1.1320421402271352,MAFA,143430733,chr8,-
ENSG00000204103,protein_coding,train,0.3896563591945332,MAFB,40689244,chr20,-
ENSG00000185022,protein_coding,train,0.8398230059898149,MAFF,38202098,chr22,+
ENSG00000197063,protein_coding,train,0.8849238717029592,MAFG,81927748,chr17,-
ENSG00000198517,protein_coding,valid,0.786580963139477,MAFK,1530724,chr7,+
ENSG00000105695,protein_coding,train,-1.3369350280444177,MAG,35292185,chr19,+
ENSG00000198681,protein_coding,valid,-1.4632121967076763,MAGEA1,153179291,chrX,+
ENSG00000124260,protein_coding,train,-1.4632121967076763,MAGEA10,152138583,chrX,-
ENSG00000185247,protein_coding,train,-1.4632121967076763,MAGEA11,149712073,chrX,+
ENSG00000213401,protein_coding,train,-1.4632121967076763,MAGEA12,152733766,chrX,+
ENSG00000147381,protein_coding,train,-1.4632121967076763,MAGEA4,151912918,chrX,+
ENSG00000197172,protein_coding,train,-1.4632121967076763,MAGEA6,152698806,chrX,-
ENSG00000156009,protein_coding,train,-1.4632121967076763,MAGEA8,149881192,chrX,+
ENSG00000123584,protein_coding,train,-1.4632121967076763,MAGEA9,149620692,chrX,+
ENSG00000214107,protein_coding,train,-1.4632121967076763,MAGEB1,30247168,chrX,+
ENSG00000177689,protein_coding,train,-1.4632121967076763,MAGEB10,27807990,chrX,+
ENSG00000189023,protein_coding,train,-1.4632121967076763,MAGEB16,35798342,chrX,+
ENSG00000182798,protein_coding,train,-1.3688844859665616,MAGEB17,16167756,chrX,+
ENSG00000176774,protein_coding,train,-1.4632121967076763,MAGEB18,26138397,chrX,+
ENSG00000099399,protein_coding,valid,-1.4632121967076763,MAGEB2,30215581,chrX,+
ENSG00000198798,protein_coding,train,-1.4632121967076763,MAGEB3,30230683,chrX,+
ENSG00000120289,protein_coding,train,-1.4632121967076763,MAGEB4,30242005,chrX,+
ENSG00000176746,protein_coding,train,-1.4632121967076763,MAGEB6,26192438,chrX,+
ENSG00000155495,protein_coding,train,-1.4632121967076763,MAGEC1,141903903,chrX,+
ENSG00000046774,protein_coding,test,-1.4632121967076763,MAGEC2,142205296,chrX,-
ENSG00000179222,protein_coding,test,1.241777094028376,MAGED1,51893663,chrX,+
ENSG00000102316,protein_coding,valid,1.6133510085075555,MAGED2,54807753,chrX,+
ENSG00000187243,protein_coding,valid,0.380111875652444,MAGED4B,52184895,chrX,-
ENSG00000198934,protein_coding,train,-0.1015725700012436,MAGEE1,76427759,chrX,+
ENSG00000186675,protein_coding,train,-1.4267046408819954,MAGEE2,75785259,chrX,-
ENSG00000177383,protein_coding,train,1.2217569858088355,MAGEF1,184712073,chr3,-
ENSG00000187601,protein_coding,train,0.9574542730008624,MAGEH1,55452183,chrX,+
ENSG00000254585,protein_coding,train,-1.021027011521319,MAGEL2,23647876,chr15,-
ENSG00000151276,protein_coding,train,0.3340228679916043,MAGI1,66038882,chr3,-
ENSG00000187391,protein_coding,valid,-0.2516285193235469,MAGI2,79453688,chr7,-
ENSG00000081026,protein_coding,test,0.1659010851996092,MAGI3,113390524,chr1,+
ENSG00000162385,protein_coding,train,1.0947486052940754,MAGOH,53238547,chr1,-
ENSG00000111196,protein_coding,train,0.4495202715463471,MAGOHB,10613581,chr12,-
ENSG00000102158,protein_coding,train,1.085736696527581,MAGT1,77895463,chrX,-
ENSG00000111837,protein_coding,train,-1.0849034050734012,MAK,10838564,chr6,-
ENSG00000198042,protein_coding,train,0.619978526088829,MAK16,33485198,chr8,+
ENSG00000172005,protein_coding,train,-0.7117624723530934,MAL,95025716,chr2,+
ENSG00000144063,protein_coding,train,0.0112969787504258,MALL,110115828,chr2,-
ENSG00000172175,protein_coding,train,0.5648584125943528,MALT1,58671476,chr18,+
ENSG00000165072,protein_coding,train,0.2612033000026687,MAMDC2,70043854,chr9,+
ENSG00000177943,protein_coding,train,0.2952389212025015,MAMDC4,136852366,chr9,+
ENSG00000161021,protein_coding,train,0.6493840290227171,MAML1,179732845,chr5,+
ENSG00000184384,protein_coding,train,0.4380246174520457,MAML2,96343255,chr11,-
ENSG00000196782,protein_coding,train,0.1467022860843679,MAML3,140154227,chr4,-
ENSG00000013619,protein_coding,train,-0.1616808657464267,MAMLD1,150363305,chrX,+
ENSG00000176909,protein_coding,train,-0.2516285193235469,MAMSTR,48716763,chr19,-
ENSG00000111885,protein_coding,train,0.6766819053188542,MAN1A1,119349778,chr6,-
ENSG00000198162,protein_coding,train,0.7026667202923355,MAN1A2,117367509,chr1,+
ENSG00000177239,protein_coding,train,0.8006527640136527,MAN1B1,137086999,chr9,+
ENSG00000117643,protein_coding,train,0.0071465988672864,MAN1C1,25686508,chr1,+
ENSG00000112893,protein_coding,train,0.7753072129973905,MAN2A1,109689939,chr5,+
ENSG00000196547,protein_coding,train,0.7428077125911721,MAN2A2,90902774,chr15,+
ENSG00000104774,protein_coding,train,1.0909119672503382,MAN2B1,12666760,chr19,-
ENSG00000013288,protein_coding,train,0.6743046591584545,MAN2B2,6575212,chr4,+
ENSG00000140400,protein_coding,test,1.2315976968980609,MAN2C1,75368623,chr15,-
ENSG00000109323,protein_coding,test,0.3518738486420609,MANBA,102760975,chr4,-
ENSG00000101363,protein_coding,train,1.2407784490599634,MANBAL,37289665,chr20,+
ENSG00000172469,protein_coding,train,0.4507805382561494,MANEA,95577596,chr6,+
ENSG00000185090,protein_coding,train,-0.069732822904457,MANEAL,37794135,chr1,+
ENSG00000145050,protein_coding,train,1.1959878342487102,MANF,51385297,chr3,+
ENSG00000111261,protein_coding,train,0.3364848783795389,MANSC1,12350282,chr12,-
ENSG00000205693,protein_coding,train,-1.247729798510242,MANSC4,27771634,chr12,-
ENSG00000189221,protein_coding,train,0.7717378330276493,MAOA,43656314,chrX,+
ENSG00000069535,protein_coding,valid,-0.2450349351813739,MAOB,43882457,chrX,-
ENSG00000166963,protein_coding,train,0.2474287305293088,MAP1A,43517662,chr15,+
ENSG00000131711,protein_coding,train,0.993278375078352,MAP1B,72107485,chr5,+
ENSG00000101460,protein_coding,train,0.726879991304185,MAP1LC3A,34558745,chr20,+
ENSG00000140941,protein_coding,train,1.3741919707699162,MAP1LC3B,87392353,chr16,+
ENSG00000197769,protein_coding,train,-0.6757056188041217,MAP1LC3C,241999107,chr1,-
ENSG00000130479,protein_coding,train,0.986397264837079,MAP1S,17719508,chr19,+
ENSG00000078018,protein_coding,valid,-0.0793829609469321,MAP2,209424125,chr2,+
ENSG00000169032,protein_coding,valid,1.2632921384967584,MAP2K1,66386920,chr15,+
ENSG00000126934,protein_coding,train,1.325027856537828,MAP2K2,4124131,chr19,-
ENSG00000034152,protein_coding,train,1.01965642235348,MAP2K3,21284719,chr17,+
ENSG00000065559,protein_coding,train,0.992060254223862,MAP2K4,12020883,chr17,+
ENSG00000137764,protein_coding,train,0.4042244059291174,MAP2K5,67542771,chr15,+
ENSG00000108984,protein_coding,train,0.4314719833516302,MAP2K6,69414730,chr17,+
ENSG00000076984,protein_coding,test,0.8980621463159919,MAP2K7,7903896,chr19,+
ENSG00000095015,protein_coding,train,0.4722698028008534,MAP3K1,56815576,chr5,+
ENSG00000130758,protein_coding,train,0.5992391421576861,MAP3K10,40191439,chr19,+
ENSG00000173327,protein_coding,train,0.6909534310837032,MAP3K11,65614296,chr11,-
ENSG00000139625,protein_coding,train,0.4037613857746869,MAP3K12,53499495,chr12,-
ENSG00000073803,protein_coding,train,0.1622154924757717,MAP3K13,185283008,chr3,+
ENSG00000006062,protein_coding,train,0.5030824888098833,MAP3K14,45317069,chr17,-
ENSG00000180815,protein_coding,train,-0.8274454970655649,MAP3K15,19515513,chrX,-
ENSG00000169967,protein_coding,train,0.5106492162102926,MAP3K2,127387987,chr2,-
ENSG00000198909,protein_coding,train,0.8822790092886861,MAP3K3,63622466,chr17,+
ENSG00000085511,protein_coding,train,0.6107563423133762,MAP3K4,160991793,chr6,+
ENSG00000197442,protein_coding,train,0.560683928472356,MAP3K5,136792431,chr6,-
ENSG00000142733,protein_coding,train,0.5457082806183633,MAP3K6,27366986,chr1,-
ENSG00000135341,protein_coding,train,0.812678675459602,MAP3K7,90587102,chr6,-
ENSG00000107968,protein_coding,train,0.2898510239996454,MAP3K8,30434193,chr10,+
ENSG00000006432,protein_coding,train,0.0397745693761754,MAP3K9,70809538,chr14,-
ENSG00000047849,protein_coding,train,1.2953475133512526,MAP4,48088906,chr3,-
ENSG00000104814,protein_coding,train,-0.4351048608332937,MAP4K1,38618000,chr19,-
ENSG00000168067,protein_coding,train,0.6749850888720723,MAP4K2,64803225,chr11,-
ENSG00000011566,protein_coding,train,0.7415820821500256,MAP4K3,39437301,chr2,-
ENSG00000071054,protein_coding,train,1.2609407549541003,MAP4K4,101697721,chr2,+
ENSG00000012983,protein_coding,train,0.7283077776801861,MAP4K5,50532579,chr14,-
ENSG00000171533,protein_coding,train,-0.4427693063305148,MAP6,75668148,chr11,-
ENSG00000180834,protein_coding,train,-0.0672256071810976,MAP6D1,183825618,chr3,-
ENSG00000135525,protein_coding,train,0.289733213466182,MAP7,136550446,chr6,-
ENSG00000116871,protein_coding,train,1.3709890491465413,MAP7D1,36156221,chr1,+
ENSG00000184368,protein_coding,train,-0.5634051683211997,MAP7D2,20116942,chrX,-
ENSG00000129680,protein_coding,train,0.3475128038858592,MAP7D3,136251419,chrX,-
ENSG00000164114,protein_coding,train,0.1625237212783978,MAP9,155376844,chr4,-
ENSG00000100030,protein_coding,train,1.0491103120162704,MAPK1,21867673,chr22,-
ENSG00000109339,protein_coding,train,-0.4679877887246525,MAPK10,86360066,chr4,-
ENSG00000185386,protein_coding,train,0.2504462832636929,MAPK11,50270423,chr22,-
ENSG00000188130,protein_coding,train,0.5776156286607487,MAPK12,50261698,chr22,-
ENSG00000156711,protein_coding,train,0.4014394814298466,MAPK13,36130554,chr6,+
ENSG00000112062,protein_coding,train,0.8942065067242827,MAPK14,36027824,chr6,+
ENSG00000181085,protein_coding,train,-0.5655451604192202,MAPK15,143716391,chr8,+
ENSG00000168175,protein_coding,train,1.5122364859957047,MAPK1IP1L,55051705,chr14,+
ENSG00000102882,protein_coding,train,1.160690780385517,MAPK3,30123268,chr16,-
ENSG00000141639,protein_coding,train,-0.4765033743857852,MAPK4,50560139,chr18,+
ENSG00000069956,protein_coding,train,1.1163040093188734,MAPK6,52019264,chr15,+
ENSG00000166484,protein_coding,train,0.7366476457522143,MAPK7,19378547,chr17,+
ENSG00000107643,protein_coding,train,0.4871497839529398,MAPK8,48306693,chr10,+
ENSG00000121653,protein_coding,train,0.3065742570601617,MAPK8IP1,45900157,chr11,+
