gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000175198,protein_coding,train,0.3875998296082208,PCCA,100089123,chr13,+,0.8870572937549823,2.3769293401644656,1.0767643003152074
ENSG00000114054,protein_coding,train,0.649963312455948,PCCB,136250377,chr3,+,3.027967903994325,4.501776689938472,3.177216200836064
ENSG00000156453,protein_coding,test,0.6200078921154302,PCDH1,141878441,chr5,-,3.977197481427784,5.491016090450783,4.13296337393479
ENSG00000138650,protein_coding,train,-0.6367660191589921,PCDH10,133149301,chr4,+,-3.0011546179414923,-1.5361683204603511,-2.820106829466452
ENSG00000102290,protein_coding,train,-1.4289058704029385,PCDH11X,91779381,chrX,+,-6.930160374931366,-6.127841042771061,-6.828280760912151
ENSG00000113555,protein_coding,train,-0.5452521558409046,PCDH12,141958207,chr5,-,0.3042773880656751,1.8104019715399104,0.523561956057013
ENSG00000150275,protein_coding,test,-1.4010570915541127,PCDH15,54801239,chr10,-,-5.886832943267265,-4.691522623405039,-5.733123527871812
ENSG00000118946,protein_coding,train,-0.4447049247398065,PCDH17,57631831,chr13,+,-0.7836382650288728,0.6325474197788518,-0.6201572725083176
ENSG00000189184,protein_coding,train,0.0227078098854778,PCDH18,137532519,chr4,-,0.3791773288908076,1.835964485314192,0.5849625007211562
ENSG00000165194,protein_coding,train,-1.0063168681509331,PCDH19,100410282,chrX,-,1.4395167598074088,2.8225058245627483,1.594166328050996
ENSG00000169851,protein_coding,train,0.1796954364280251,PCDH7,30720412,chr4,+,1.5867407282565402,3.090006529903818,1.835600745019295
ENSG00000136099,protein_coding,train,-1.4073401517604434,PCDH8,52848645,chr13,-,-6.417347659966045,-5.429731384421878,-6.28771237954945
ENSG00000184226,protein_coding,train,-0.3512046384052995,PCDH9,67230343,chr13,-,-4.908334012478187,-3.615287037577954,-4.6766875822420975
ENSG00000204970,protein_coding,train,-0.4138650909740438,PCDHA1,140786179,chr5,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000250120,protein_coding,valid,-0.3990400059722374,PCDHA10,140855956,chr5,+,-3.0350469470992008,-1.5303223701828108,-2.8793826387820585
ENSG00000249158,protein_coding,train,-0.3965301370981739,PCDHA11,140868979,chr5,+,-2.075824085003445,-0.7466157641999256,-1.890037746601182
ENSG00000251664,protein_coding,train,-0.3925417658526901,PCDHA12,140875326,chr5,+,-3.243318260190996,-1.8401125212694995,-3.088040034713085
ENSG00000239389,protein_coding,train,-0.4025762830241716,PCDHA13,140882157,chr5,+,-5.622376462364274,-4.432843996289213,-5.546245393148302
ENSG00000204969,protein_coding,train,-0.4383744713231153,PCDHA2,140794863,chr5,+,-4.122805452873762,-2.68223286148778,-3.9680402586024552
ENSG00000255408,protein_coding,train,-0.3754764683730588,PCDHA3,140801092,chr5,+,-4.310432456049533,-2.847881495568057,-4.171368418311982
ENSG00000204967,protein_coding,train,-0.3617873998541155,PCDHA4,140807087,chr5,+,-3.362899875943669,-1.9584766378156493,-3.1354275372428675
ENSG00000204965,protein_coding,train,-0.3975324916402844,PCDHA5,140821633,chr5,+,-4.039784866105864,-2.6073528560357366,-3.834441745538826
ENSG00000081842,protein_coding,train,-0.3783586895573094,PCDHA6,140827984,chr5,+,-3.919205918041758,-2.5580916359964108,-3.7602353734890537
ENSG00000204963,protein_coding,train,-0.3709484670996871,PCDHA7,140834269,chr5,+,-4.28771237954945,-2.9635318329307085,-4.102837036641166
ENSG00000204962,protein_coding,train,-0.4002999379494522,PCDHA8,140841212,chr5,+,-5.016249351645075,-3.671163535770461,-4.8656476133766375
ENSG00000204961,protein_coding,train,-0.6434590982452396,PCDHA9,140848391,chr5,+,-5.368849142274855,-4.073393258748684,-5.237863830098888
ENSG00000248383,protein_coding,train,-0.426761220238762,PCDHAC1,140926348,chr5,+,-3.2446850959549014,-1.8385637341740129,-3.0576919438438157
ENSG00000243232,protein_coding,train,-0.3044442171733791,PCDHAC2,140966510,chr5,+,-2.877261028045455,-1.443791328260415,-2.6492764655589776
ENSG00000120324,protein_coding,valid,-0.6065928078095114,PCDHB10,141192394,chr5,+,-0.0542424920273723,1.3699410222542665,0.1202192116249942
ENSG00000197479,protein_coding,test,-0.8299356031014654,PCDHB11,141199636,chr5,+,0.357495703225234,1.8170501584325207,0.5709486051733272
ENSG00000120328,protein_coding,train,-0.8249683942535945,PCDHB12,141208727,chr5,+,-1.0579922863120363,0.4198624503775238,-0.9056287894074828
ENSG00000120327,protein_coding,train,-0.1893245960855624,PCDHB14,141223398,chr5,+,0.2807188136180102,1.7525345258171738,0.51984379730947
ENSG00000113248,protein_coding,train,-0.3587726092434287,PCDHB15,141245416,chr5,+,-1.2898272517203382,0.1526377396511124,-1.087426774325152
ENSG00000112852,protein_coding,train,-0.4765033743857852,PCDHB2,141094643,chr5,+,0.7068178473397613,2.096396804187157,0.8963106043658223
ENSG00000113205,protein_coding,train,-0.6523895693718466,PCDHB3,141100481,chr5,+,-1.2848973639423955,0.1897929378202586,-1.0908029370083123
ENSG00000081818,protein_coding,train,-0.6623674173839972,PCDHB4,141121825,chr5,+,-1.3132977897439224,0.1230039540548198,-1.096961729887088
ENSG00000113209,protein_coding,train,-0.4682788989581224,PCDHB5,141135269,chr5,+,1.2143735244364544,2.676447959550887,1.447579196548883
ENSG00000113211,protein_coding,train,-1.0352447823983406,PCDHB6,141150094,chr5,+,-0.9061694283648644,0.5319677773976815,-0.7074538120496614
ENSG00000113212,protein_coding,train,-0.8280667991983283,PCDHB7,141172663,chr5,+,-1.5374241119577956,-0.1198238663688006,-1.3617871145765938
ENSG00000204956,protein_coding,train,1.1308594065039157,PCDHGA1,141330536,chr5,+,-2.4731299136431737,-1.142417044615852,-2.282789700980404
ENSG00000253846,protein_coding,train,1.1367544270461676,PCDHGA10,141413031,chr5,+,-0.4510702305236001,0.95464301130103,-0.1335271702841523
ENSG00000253873,protein_coding,train,1.10397375609238,PCDHGA11,141421063,chr5,+,-2.8323851592448888,-1.398588723255212,-2.718806225047366
ENSG00000253159,protein_coding,train,1.1429477833263375,PCDHGA12,141430647,chr5,+,-1.5937898914684352,-0.252225928257295,-1.3959286763311392
ENSG00000081853,protein_coding,train,1.1426649098880586,PCDHGA2,141338776,chr5,+,-2.16682653676166,-0.7336032269754463,-1.9159357352115256
ENSG00000254245,protein_coding,train,1.1434058754564926,PCDHGA3,141343881,chr5,+,-3.4453620361356414,-2.011587974275212,-3.3525473299457547
ENSG00000253485,protein_coding,train,1.134635488905312,PCDHGA5,141364206,chr5,+,-2.9748294242650943,-1.5071726120774886,-2.8241880062782694
ENSG00000253731,protein_coding,valid,1.1431232751378124,PCDHGA6,141373951,chr5,+,-2.0516981876493645,-0.5625591756364571,-1.8598757760909292
ENSG00000253537,protein_coding,train,1.1349331073548552,PCDHGA7,141382751,chr5,+,-1.7150121530621574,-0.2409294091930991,-1.4243004206078118
ENSG00000253767,protein_coding,train,1.1379089223154932,PCDHGA8,141392638,chr5,+,-4.448508591452506,-3.11153923044196,-4.293358942690592
ENSG00000254221,protein_coding,train,1.135171067743877,PCDHGB1,141350146,chr5,+,-1.977667699901944,-0.5489867570560271,-1.8964687901220072
ENSG00000253910,protein_coding,train,1.136250304854541,PCDHGB2,141360028,chr5,+,-1.8119789485830515,-0.4314814022074564,-1.6434054180038684
ENSG00000253953,protein_coding,train,1.181737075677625,PCDHGB4,141387736,chr5,+,-1.8635460907313492,-0.4667356869282084,-1.6237096166629486
ENSG00000253305,protein_coding,train,1.1371691846011769,PCDHGB6,141408027,chr5,+,-1.519114497355075,-0.0756720383108996,-1.3584539709124763
ENSG00000254122,protein_coding,train,1.1563216001656118,PCDHGB7,141417728,chr5,+,-0.8793826387820581,0.4979444218777428,-0.7774427086512716
ENSG00000240184,protein_coding,train,1.3000692036337729,PCDHGC3,141476010,chr5,+,0.8811947370968158,2.3863143311657127,1.1023893854884423
ENSG00000242419,protein_coding,train,1.133264033846766,PCDHGC4,141485067,chr5,+,-3.667492554041963,-2.3075728019102923,-3.5462453931483027
ENSG00000240764,protein_coding,train,1.135953511933296,PCDHGC5,141489139,chr5,+,-3.702749878828293,-2.324816374212189,-3.5786285669991056
ENSG00000165494,protein_coding,train,0.7234214998901022,PCF11,83157170,chr11,+,1.889590355214132,3.3699410222542663,2.05189409233429
ENSG00000115289,protein_coding,train,0.5442636204746464,PCGF1,74507713,chr2,-,3.757684685778795,5.246871681865013,3.9050235023749176
ENSG00000185619,protein_coding,train,0.9565884341551876,PCGF3,705850,chr4,+,2.270200000314399,3.700805894254162,2.437360921007709
ENSG00000180628,protein_coding,train,0.7225233513307607,PCGF5,91163078,chr10,+,2.798900738617974,4.248223615195206,3.009096309285282
ENSG00000156374,protein_coding,train,0.3505282807668614,PCGF6,103351128,chr10,-,1.1325768426700082,2.654366795797098,1.309583670899071
ENSG00000126226,protein_coding,train,0.7794378253367116,PCID2,113208702,chr13,-,2.600126999575723,4.078285328438057,2.7886230741579907
ENSG00000100982,protein_coding,train,1.0896479834817605,PCIF1,45934715,chr20,+,4.925643446590551,6.427304462440081,5.14817758919466
ENSG00000124253,protein_coding,valid,-1.4052365380666896,PCK1,57561117,chr20,+,0.0116387562468936,1.458801941589014,0.2110121934855116
ENSG00000100889,protein_coding,train,0.779563707012077,PCK2,24094319,chr14,+,2.6020292249109898,4.102355788733766,2.8151450152911823
ENSG00000186472,protein_coding,train,-0.6220431925953607,PCLO,83162896,chr7,-,-2.157141816744023,-0.6931544996857172,-1.949533129649338
ENSG00000078674,protein_coding,train,0.9458516250899937,PCM1,17923001,chr8,+,2.1537404943953518,3.6310460610522473,2.3715867405076536
ENSG00000120265,protein_coding,train,1.2980342968542364,PCMT1,149749784,chr6,+,3.882144132953794,5.343247908812692,4.047712869629618
ENSG00000168300,protein_coding,train,0.677723091229728,PCMTD1,51899074,chr8,-,2.890329949315373,4.39600874368406,3.0830090783816213
ENSG00000203880,protein_coding,train,0.9681600822738728,PCMTD2,64255784,chr20,+,3.409743928912706,4.839299544589871,3.544596662844162
ENSG00000132646,protein_coding,train,1.712488873837238,PCNA,5119965,chr20,-,6.41916468609594,7.947828602778593,6.622026919936233
ENSG00000081154,protein_coding,valid,1.5302064564805553,PCNP,101574219,chr3,+,5.642516747179246,7.1238017117233285,5.783914954166059
ENSG00000160299,protein_coding,train,0.6277842883673707,PCNT,46324197,chr21,+,1.7292699679841983,3.2116352533271497,1.9144879859178117
ENSG00000106333,protein_coding,train,0.5305281712176839,PCOLCE,100602389,chr7,+,3.903693891592447,5.375223667383109,4.188250570093724
ENSG00000163710,protein_coding,train,-0.2982995184233192,PCOLCE2,142889211,chr3,-,-1.1468826087764483,0.3120842615147536,-0.9445266641015684
ENSG00000174788,protein_coding,train,-0.932676299868393,PCP2,7633706,chr19,-,0.0287105859541397,1.496104379770732,0.1925729413869223
ENSG00000183036,protein_coding,train,-0.7529048760994538,PCP4,39867445,chr21,+,2.5054082573457985,3.9070540917818777,2.6505348123147785
ENSG00000248485,protein_coding,train,-0.7807684628619533,PCP4L1,161258752,chr1,+,-1.97880457548551,-0.567254341156152,-1.8313579644411608
ENSG00000175426,protein_coding,train,-0.9540798150179238,PCSK1,96433260,chr5,-,-3.848920526971188,-2.5228407888133586,-3.665660560093073
ENSG00000102109,protein_coding,train,-0.1380209852210931,PCSK1N,48835623,chrX,-,3.940514459174417,5.375883942905461,4.07875498492091
ENSG00000125851,protein_coding,train,-1.173961293680612,PCSK2,17227054,chr20,+,-3.4111954329844494,-1.98051157040864,-3.268121651191569
ENSG00000115257,protein_coding,train,-0.1241459364544411,PCSK4,1490361,chr19,-,0.3521935377450317,1.8048383170215128,0.558757430373762
ENSG00000099139,protein_coding,valid,-0.1901339532355855,PCSK5,75890687,chr9,+,-0.3883554566263383,1.0127831846982895,-0.2142402255729889
ENSG00000140479,protein_coding,train,-0.3417440719221002,PCSK6,101489714,chr15,-,-2.514573172829758,-1.0606981859003164,-2.3204861207134555
ENSG00000160613,protein_coding,train,0.3985912804676655,PCSK7,117232104,chr11,-,-0.0073765709941899,1.4288391768121549,0.1578198394788626
ENSG00000169174,protein_coding,train,-0.0904136725564096,PCSK9,55039574,chr1,+,-3.465938397578882,-2.01508259457308,-3.30471880485514
ENSG00000141179,protein_coding,train,0.7780930048091823,PCTP,55751113,chr17,+,1.817254862810305,3.3463754405614123,1.994615926899301
ENSG00000116005,protein_coding,test,1.070067954296663,PCYOX1,70258161,chr2,+,3.801407018365719,5.217226838002981,3.9839603695713297
ENSG00000145882,protein_coding,train,0.2765315217510567,PCYOX1L,149358058,chr5,+,1.235972082773581,2.711186511391826,1.4131066030867845
ENSG00000161217,protein_coding,train,0.8322434476195508,PCYT1A,196287758,chr3,-,2.444826061942363,3.963205905734689,2.655283127212942
ENSG00000102230,protein_coding,train,-0.450559625166573,PCYT1B,24647352,chrX,-,-2.586405917590825,-1.106870813982788,-2.3496030533302106
ENSG00000185813,protein_coding,train,0.972076582640878,PCYT2,81911459,chr17,-,2.739070392796514,4.218633946492968,2.915272303648458
ENSG00000106244,protein_coding,train,1.407910454647271,PDAP1,99408615,chr7,-,5.291445165229641,6.758660288442144,5.459752910390242
ENSG00000116703,protein_coding,train,-1.4632121967076763,PDC,186461130,chr1,-,-4.049307640224371,-2.5898760215870733,-3.8889686876112566
ENSG00000188389,protein_coding,train,-1.1464179103854488,PDCD1,241858911,chr2,-,-0.7986170641359459,0.6814942434147849,-0.6283853821353437
ENSG00000114209,protein_coding,train,0.9124501107050156,PDCD10,167734909,chr3,-,4.158070375418452,5.606063145152119,4.3505113910838284
ENSG00000148843,protein_coding,train,0.8442730178757528,PDCD11,103396691,chr10,+,3.07476230363768,4.496615738029689,3.256316267335397
ENSG00000197646,protein_coding,train,-0.6318074641428031,PDCD1LG2,5510552,chr9,+,-0.2561834697622258,1.2287263550584984,-0.0857416511763285
ENSG00000071994,protein_coding,train,0.7908403610887991,PDCD2,170584652,chr6,-,2.9237767161712007,4.414297928539194,3.099749657445233
ENSG00000126249,protein_coding,train,0.7325886933071218,PDCD2L,34404426,chr19,+,2.5244147757941096,3.940655398287381,2.6962164340563937
ENSG00000150593,protein_coding,train,1.057917543451394,PDCD4,110871937,chr10,+,3.712606784943892,5.216450984840881,3.894584973563181
ENSG00000105185,protein_coding,train,1.4391606862382662,PDCD5,32581253,chr19,+,5.048789821764273,6.494342001629865,5.262395571297612
ENSG00000249915,protein_coding,train,0.787840127549911,PDCD6,271686,chr5,+,-0.8510008374122358,0.6193660547470355,-0.6801508831952436
ENSG00000170248,protein_coding,train,1.123510559819565,PDCD6IP,33798685,chr3,+,3.9216457882173583,5.380590934265922,4.098545885748494
ENSG00000090470,protein_coding,train,0.804111423993803,PDCD7,65133835,chr15,-,3.013569452978944,4.471733733792754,3.1321161595337257
ENSG00000136940,protein_coding,valid,0.7019260662792393,PDCL,122828619,chr9,-,2.829585751823088,4.284788017941527,3.006154375674737
ENSG00000163440,protein_coding,train,-1.4632121967076763,PDCL2,55592252,chr4,-,-2.6144033039877543,-1.1341603478413376,-2.423526234895169
ENSG00000115539,protein_coding,train,0.7476339365769503,PDCL3,100563008,chr2,+,3.994706429633862,5.4716199438895154,4.166715444966423
ENSG00000112541,protein_coding,train,-0.4587653527179181,PDE10A,165662584,chr6,-,-3.4422223286050744,-2.087426774325152,-3.2584251525812045
ENSG00000128655,protein_coding,train,-1.2740471172547958,PDE11A,178072783,chr2,-,-2.978236025708344,-1.5833764083671302,-2.7710274302398394
ENSG00000174840,protein_coding,train,0.7460156352699187,PDE12,57556333,chr3,+,1.9187296923793804,3.385734730498692,2.114367024952001
ENSG00000115252,protein_coding,train,-0.4028298858693201,PDE1A,182427044,chr2,-,-0.4566031041924281,0.9726191390081526,-0.3041843083843554
ENSG00000123360,protein_coding,train,-0.1969876302985261,PDE1B,54549673,chr12,+,-0.8672257667236742,0.5573855814235249,-0.7178567712185016
ENSG00000154678,protein_coding,train,-0.7030848381040461,PDE1C,32070911,chr7,-,-4.633076351021482,-3.3118644115426648,-4.457989644463392
ENSG00000186642,protein_coding,train,-0.1015725700012436,PDE2A,72642448,chr11,-,-1.4945155204885048,-0.0348991375564365,-1.301514792343177
ENSG00000172572,protein_coding,train,-0.2174766279708851,PDE3A,20369704,chr12,+,0.9302453183146646,2.383607533633852,1.126708602196968
ENSG00000152270,protein_coding,train,-0.011159110863832,PDE3B,14643810,chr11,+,-3.088040034713085,-1.6684094241337628,-2.877261028045455
ENSG00000065989,protein_coding,train,0.1219344374768796,PDE4A,10452941,chr19,+,1.5864044748950623,3.029399877034536,1.762731499015359
ENSG00000184588,protein_coding,train,0.1827317325695059,PDE4B,66332357,chr1,+,-0.2019079992713639,1.2051422406252985,-0.0199015611822087
ENSG00000105650,protein_coding,train,-0.9492393229093004,PDE4C,18255371,chr19,-,-6.039784866105864,-4.82418800627827,-5.89539495677069
ENSG00000113448,protein_coding,train,0.0280562910362316,PDE4D,59768685,chr5,-,-1.0516981876493643,0.3669236489785178,-0.8380478410732578
ENSG00000178104,protein_coding,train,0.4615648331558352,PDE4DIP,148844434,chr1,+,1.0842003616746554,2.5599077975985525,1.255682002812213
ENSG00000138735,protein_coding,train,-0.123441609509082,PDE5A,119628725,chr4,-,-0.7843835229227877,0.7050489713936816,-0.5981511252639243
ENSG00000132915,protein_coding,train,-1.3747529827988538,PDE6A,149944799,chr5,-,-3.120294233717712,-1.7226103011891365,-2.92796281922712
ENSG00000133256,protein_coding,train,-0.5630494396876923,PDE6B,664224,chr4,+,1.704650675240352,3.226662655661173,1.872474197051212
ENSG00000095464,protein_coding,train,-1.4491905617733891,PDE6C,93612542,chr10,+,-3.504714170629036,-2.033274231282193,-3.368849142274855
ENSG00000156973,protein_coding,train,0.6924177527751083,PDE6D,231781299,chr2,-,3.136978811963504,4.605304680238342,3.3030647015786587
ENSG00000185527,protein_coding,train,-0.7260858501578922,PDE6G,81656562,chr17,-,0.4769519125238965,1.9481522715325807,0.625925048499654
ENSG00000139053,protein_coding,train,-1.4632121967076763,PDE6H,14973048,chr12,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000205268,protein_coding,train,0.6754555845018894,PDE7A,65842075,chr8,-,1.430392333572308,2.867224367308806,1.5951216919961717
ENSG00000171408,protein_coding,train,-0.4668251310089101,PDE7B,135851875,chr6,+,-1.4177330466494875,0.0399805976908809,-1.2604974943896146
ENSG00000073417,protein_coding,valid,0.6208880286358751,PDE8A,84981905,chr15,+,1.2118221188206937,2.691400162252644,1.416731670820911
ENSG00000113231,protein_coding,test,-0.6752549165274123,PDE8B,77210715,chr5,+,-2.119040261417219,-0.627047902088171,-1.9473058886961547
ENSG00000160191,protein_coding,train,0.3065173959140881,PDE9A,42653633,chr21,+,2.006513469424323,3.4316095889836697,2.2512646288942517
ENSG00000258429,protein_coding,train,0.9352893474777207,PDF,69330613,chr16,-,0.2401311183307476,1.7292699679841983,0.4366948875528766
ENSG00000197461,protein_coding,train,0.5043957381255488,PDGFA,519227,chr7,-,1.6808194246359869,3.144013729088173,1.8500392781909691
ENSG00000100311,protein_coding,train,0.2886125516952934,PDGFB,39244989,chr22,-,2.6630713126512826,4.153075699055925,2.861816445967323
ENSG00000145431,protein_coding,train,0.265686690683222,PDGFC,156971838,chr4,-,2.752256193056339,4.242922561242263,2.972049270737065
ENSG00000170962,protein_coding,train,0.0855846131686985,PDGFD,104164122,chr11,-,1.2933116215171787,2.688829369389637,1.452911664939964
ENSG00000113721,protein_coding,train,0.7003669184577143,PDGFRB,150155854,chr5,-,2.855830274683766,4.266681613603624,3.0759946303304444
ENSG00000104213,protein_coding,train,-0.223869539184608,PDGFRL,17577254,chr8,+,2.754267544441741,4.174406418529749,2.900277536874563
ENSG00000131828,protein_coding,train,1.1217599489753642,PDHA1,19344004,chrX,+,3.9497030042022856,5.394983942833166,4.128697576188077
ENSG00000163114,protein_coding,train,-1.4632121967076763,PDHA2,95840129,chr4,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000168291,protein_coding,train,1.0490271142215903,PDHB,58433856,chr3,-,3.377332015382173,4.8869158958472525,3.543062762444404
ENSG00000110435,protein_coding,train,0.8062182107022529,PDHX,34916657,chr11,+,2.820342373483438,4.279939241309165,2.998014929269684
ENSG00000167004,protein_coding,train,1.7900704750464336,PDIA3,43746445,chr15,+,6.922508289437404,8.408452454861544,7.09052849114829
ENSG00000155660,protein_coding,train,1.6953254155013089,PDIA4,149028538,chr7,-,6.661461738842405,8.051478146350757,6.847653724732921
ENSG00000065485,protein_coding,train,0.6964589774072114,PDIA5,123067154,chr3,+,3.384187989357488,4.862902627896662,3.612953987797474
ENSG00000143870,protein_coding,train,1.843240358664908,PDIA6,10812792,chr2,-,5.548501359559606,7.001362027412825,5.680999407175706
ENSG00000175087,protein_coding,train,0.2436133623332137,PDIK1L,26111861,chr1,+,1.3208312297947358,2.8495589802120387,1.5369480883393924
ENSG00000169340,protein_coding,train,-1.4632121967076763,PDILT,20404742,chr16,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000152256,protein_coding,train,0.4597157784541903,PDK1,172556145,chr2,+,1.3494785145191088,2.8700292848209967,1.506246479762078
ENSG00000005882,protein_coding,train,0.6229353521011064,PDK2,50095416,chr17,+,2.656015773528791,4.169107242532228,2.833416375270493
ENSG00000067992,protein_coding,train,0.3779645447361993,PDK3,24465327,chrX,+,0.0226163790673482,1.4540179252267171,0.200253231593687
ENSG00000004799,protein_coding,train,-0.359003837183933,PDK4,95596655,chr7,-,1.8307420907609155,3.2890967024199904,1.9980871615353015
ENSG00000107438,protein_coding,valid,1.7161378915102263,PDLIM1,95291015,chr10,-,6.065300876040396,7.570967573502025,6.276999064816167
ENSG00000120913,protein_coding,train,0.513414550557625,PDLIM2,22589349,chr8,+,0.0054718512100594,1.4262110720274042,0.1715911532316008
ENSG00000154553,protein_coding,train,0.167504571043795,PDLIM3,185535514,chr4,-,0.7147510593430857,2.115499412557526,0.8585380663365358
ENSG00000131435,protein_coding,train,0.5092419362179764,PDLIM4,132257704,chr5,+,3.639544751903448,5.115969591793047,3.7455277784027614
ENSG00000163110,protein_coding,train,0.9135901051108092,PDLIM5,94451953,chr4,+,2.621407222867746,4.126312130328704,2.8139761021799843
ENSG00000196923,protein_coding,train,1.2007423602440364,PDLIM7,177497610,chr5,-,4.595253005077388,6.061866903106033,4.796104520532145
ENSG00000164951,protein_coding,train,0.585449693070323,PDP1,93917007,chr8,+,2.4733972923904424,3.954494126363758,2.6585999582179625
ENSG00000172840,protein_coding,valid,0.380501257254896,PDP2,66880613,chr16,+,0.2470768319308174,1.670749711487494,0.4326387727507528
ENSG00000140992,protein_coding,train,0.6563979729255155,PDPK1,2538030,chr16,+,1.194339249484463,2.6955039260734504,1.340847077050414
ENSG00000162493,protein_coding,train,0.4197936496796967,PDPN,13583844,chr1,+,2.52757083683282,3.9521564805290734,2.634779110909093
ENSG00000090857,protein_coding,train,0.9146642567358716,PDPR,70114367,chr16,+,1.6747769973659092,3.12764978643969,1.8507194267273983
ENSG00000088356,protein_coding,train,1.0169552198947138,PDRG1,31952079,chr20,-,3.842144139583026,5.28752770276465,4.015042552016527
ENSG00000121892,protein_coding,train,0.9474593155752794,PDS5A,39977943,chr4,-,2.97364800821647,4.501362708959703,3.168545767108507
ENSG00000083642,protein_coding,train,0.4378090855702189,PDS5B,32586577,chr13,+,1.1168304963267108,2.6099912952126783,1.297250121171707
ENSG00000148459,protein_coding,train,0.5027442076660382,PDSS1,26697711,chr10,+,2.0022704571733527,3.445196982381709,2.2043911629297805
ENSG00000164494,protein_coding,valid,0.5143327578640847,PDSS2,107459582,chr6,-,2.053806443695794,3.4769648695630044,2.250233980826754
ENSG00000139515,protein_coding,train,-1.4632121967076763,PDX1,27920031,chr13,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000179889,protein_coding,train,1.182670669217385,PDXDC1,14975043,chr16,+,3.762083003567672,5.267419688655475,3.935205132096027
ENSG00000160209,protein_coding,train,0.9009131455168448,PDXK,43719203,chr21,+,3.519994719988456,4.962382441717186,3.69356501424978
ENSG00000241360,protein_coding,train,0.9822967956914552,PDXP,37658777,chr22,+,-0.1229625493013016,1.3752340951344582,0.0380146901867159
ENSG00000101327,protein_coding,valid,-1.4632121967076763,PDYN,1994066,chr20,-,-2.343732465205711,-0.772012541265407,-2.1824585998485664
ENSG00000120509,protein_coding,train,1.2756520011845396,PDZD11,70289953,chrX,-,5.375470437284353,6.865503163517863,5.558662545324115
ENSG00000133401,protein_coding,train,-0.2468573120310641,PDZD2,31639181,chr5,+,1.195536585293765,2.585972033954355,1.360420466103209
ENSG00000172367,protein_coding,train,-1.382692316418072,PDZD3,119185491,chr11,+,-4.371833000713677,-2.9862161845669,-4.2216231890916776
ENSG00000067840,protein_coding,train,0.1372098606327191,PDZD4,153830935,chrX,-,-1.3125809226281098,0.197613809691074,-1.1440103026915194
ENSG00000186862,protein_coding,train,-0.8225041595662075,PDZD7,101031152,chr10,-,-2.100360306348953,-0.6139616401113864,-1.86880564829155
ENSG00000165650,protein_coding,train,0.7548487389332853,PDZD8,117375475,chr10,-,1.6754998131209455,3.1007926749646617,1.838104653285343
ENSG00000155714,protein_coding,train,-1.4267046408819954,PDZD9,22001131,chr16,-,-4.092955525127202,-2.743713929414908,-3.9862161845669006
ENSG00000174827,protein_coding,train,-0.9404913713649196,PDZK1,145707384,chr1,-,-2.324093762105477,-0.8730271437422344,-2.046325015550513
ENSG00000162366,protein_coding,valid,-1.011779854946186,PDZK1IP1,47190071,chr1,-,5.067552675721863,6.520459965550824,5.232403657905148
ENSG00000121440,protein_coding,train,0.3834598283446313,PDZRN3,73624948,chr3,-,1.313013608541585,2.803599030173269,1.4738907923057205
ENSG00000165966,protein_coding,train,-1.214299814798271,PDZRN4,41188733,chr12,+,-3.2474226585237327,-1.848400917730604,-3.1015981400078068
ENSG00000162734,protein_coding,train,1.9284647755856328,PEA15,160205405,chr1,+,7.556075289378939,9.047469135819862,7.750388101146871
ENSG00000173517,protein_coding,train,0.5051445371927187,PEAK1,77420131,chr15,-,0.7855923987042305,2.20423463918128,0.9217409860795004
ENSG00000187800,protein_coding,test,0.0472980310018257,PEAR1,156893729,chr1,+,-0.9075219127996152,0.5892841066712498,-0.766602735898117
ENSG00000089220,protein_coding,train,2.1072180286182083,PEBP1,118136164,chr12,+,7.391392255627096,8.871088351737866,7.573571453482391
ENSG00000134020,protein_coding,train,-1.0238366788304618,PEBP4,22927920,chr8,-,-2.443006615137512,-0.9785202725895488,-2.29265191251673
ENSG00000115425,protein_coding,test,0.2958790495234121,PECR,216081825,chr2,-,1.89441035660098,3.395583831005709,2.136946011139537
ENSG00000162517,protein_coding,train,1.283032374526965,PEF1,31644890,chr1,-,4.959176636724895,6.468325902651815,5.140279678361125
ENSG00000242265,protein_coding,train,1.0302357994832907,PEG10,94656377,chr7,+,4.250931264495499,5.774273131484389,4.441808792943864
ENSG00000198300,protein_coding,train,-0.1958384521023541,PEG3,56840734,chr19,-,-3.4065984188743528,-2.0445383960764985,-3.221623189091677
ENSG00000197329,protein_coding,train,0.913495210146224,PELI1,64144426,chr2,-,3.0665370023957914,4.551786689812225,3.241641913751617
ENSG00000139946,protein_coding,train,0.4039466480736837,PELI2,56118432,chr14,+,2.142707502021517,3.6018509977941453,2.297338173601829
ENSG00000174516,protein_coding,train,0.1805861219230979,PELI3,66466953,chr11,+,1.717956025223016,3.1364867212827283,1.871331124817165
ENSG00000152684,protein_coding,train,0.6709141707096067,PELO,52800120,chr5,+,2.352560804654509,3.7961824107200046,2.530645108242562
