gene,gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000258839,MC1R,ENSG00000258839.4,protein_coding,89984274,+,chr16,-1.4683315886848498,0.0186341741390509,-1.27299444968944
ENSG00000185231,MC2R,ENSG00000185231.5,protein_coding,13915530,-,chr18,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000166603,MC4R,ENSG00000166603.5,protein_coding,58040000,-,chr18,-2.754382647243616,-1.2884169925260387,-2.586405917590825
ENSG00000076706,MCAM,ENSG00000076706.17,protein_coding,119187829,-,chr11,3.108022562516406,4.582200704645344,3.2789511779406797
ENSG00000100294,MCAT,ENSG00000100294.13,protein_coding,43539346,-,chr22,3.21893612133568,4.6790746804275365,3.4178120176146107
ENSG00000171444,MCC,ENSG00000171444.18,protein_coding,112630598,-,chr5,0.2794118631106937,1.7450221490372646,0.4072983601037881
ENSG00000078070,MCCC1,ENSG00000078070.13,protein_coding,182817297,-,chr3,3.1902355695997704,4.645736238582454,3.346956889378885
ENSG00000204511,MCCD1,ENSG00000204511.3,protein_coding,31496733,+,chr6,-5.054092702789747,-3.710283551513701,-4.908334012478187
ENSG00000124370,MCEE,ENSG00000124370.11,protein_coding,71357351,-,chr2,1.848718073798604,3.3315045894131297,2.0529722748139885
ENSG00000101977,MCF2,ENSG00000101977.21,protein_coding,138724821,-,chrX,-5.321928094887363,-4.073393258748684,-5.168771306825942
ENSG00000126217,MCF2L,ENSG00000126217.21,protein_coding,113698946,+,chr13,-1.0752159943555013,0.4077334309879327,-0.8664364742588941
ENSG00000180398,MCFD2,ENSG00000180398.13,protein_coding,47142884,-,chr2,3.9188155440882273,5.386245343295361,4.100380604925378
ENSG00000128285,MCHR1,ENSG00000128285.4,protein_coding,41075480,+,chr22,-3.583808806104785,-2.1015981400078068,-3.435963338133392
ENSG00000152034,MCHR2,ENSG00000152034.11,protein_coding,100442077,-,chr6,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000143384,MCL1,ENSG00000143384.14,protein_coding,150552066,-,chr1,5.493698565133785,7.00068286429939,5.6798319334398535
ENSG00000065328,MCM10,ENSG00000065328.17,protein_coding,13203543,+,chr10,1.0025945167084522,2.499782120147312,1.2343786893376143
ENSG00000073111,MCM2,ENSG00000073111.14,protein_coding,127317243,+,chr3,3.858448551540949,5.291725103503597,4.0306185858454775
ENSG00000112118,MCM3,ENSG00000112118.20,protein_coding,52149475,-,chr6,4.9096147157524,6.394153972003024,5.06111084946681
ENSG00000160294,MCM3AP,ENSG00000160294.11,protein_coding,47706140,-,chr21,1.874678949207456,3.3832480868296053,2.012425648317959
ENSG00000104738,MCM4,ENSG00000104738.18,protein_coding,48873479,+,chr8,3.8464231101181343,5.3323534811464,4.034611908959078
ENSG00000100297,MCM5,ENSG00000100297.16,protein_coding,35796108,+,chr22,3.486881669624143,4.966859557272739,3.6655064720342576
ENSG00000076003,MCM6,ENSG00000076003.5,protein_coding,136633940,-,chr2,3.664243888433112,5.1508683283061245,3.869871406177713
ENSG00000166508,MCM7,ENSG00000166508.18,protein_coding,99698956,-,chr7,5.000752710081256,6.440055216523901,5.170914511121823
ENSG00000125885,MCM8,ENSG00000125885.13,protein_coding,5931275,+,chr20,0.641823443767907,2.1307661692108364,0.8223630551570825
ENSG00000197771,MCMBP,ENSG00000197771.13,protein_coding,121632344,-,chr10,3.68214626833274,5.151010448346238,3.886296507239957
ENSG00000090674,MCOLN1,ENSG00000090674.16,protein_coding,7587491,+,chr19,2.5336879278994813,4.032744444929049,2.73753534618874
ENSG00000153898,MCOLN2,ENSG00000153898.13,protein_coding,85462762,-,chr1,0.1020533827291878,1.5903385331790876,0.2693922789404059
ENSG00000055732,MCOLN3,ENSG00000055732.13,protein_coding,85514120,-,chr1,-0.1736447323841846,1.218099174370145,-0.0427539863983156
ENSG00000187778,MCRS1,ENSG00000187778.14,protein_coding,49961883,-,chr12,4.392633407085937,5.848004420572054,4.574101508089389
ENSG00000175471,MCTP1,ENSG00000175471.19,protein_coding,94417339,-,chr5,-2.12784104277106,-0.7242777438392517,-1.941752783145337
ENSG00000140563,MCTP2,ENSG00000140563.15,protein_coding,94774773,+,chr15,-0.6075726617862782,0.836408932279738,-0.3697809352678409
ENSG00000232119,MCTS1,ENSG00000232119.8,protein_coding,119737939,+,chrX,1.906390374617695,3.40133010137816,2.074710933841492
ENSG00000156026,MCU,ENSG00000156026.14,protein_coding,74451883,+,chr10,3.07753355990414,4.570966814773666,3.269422202612503
ENSG00000137337,MDC1,ENSG00000137337.15,protein_coding,30685041,-,chr6,2.5101011075818653,4.006737857637921,2.6812918309218694
ENSG00000112559,MDFI,ENSG00000112559.15,protein_coding,41604747,+,chr6,2.742545233866053,4.202253146214329,2.9639364521444858
ENSG00000135272,MDFIC,ENSG00000135272.12,protein_coding,114562475,+,chr7,1.5755543733087392,3.0887352461902835,1.7761461099411953
ENSG00000139915,MDGA2,ENSG00000139915.21,protein_coding,48144503,-,chr14,-5.392894616241506,-4.143054136717567,-5.227016447861895
ENSG00000014641,MDH1,ENSG00000014641.21,protein_coding,63816087,+,chr2,4.49951426823438,5.985477660317103,4.69269500028227
ENSG00000138400,MDH1B,ENSG00000138400.13,protein_coding,207629997,-,chr2,0.7069062342315573,2.145710058105002,0.9219694353224186
ENSG00000146701,MDH2,ENSG00000146701.12,protein_coding,75677354,+,chr7,6.652826334336952,8.103903576611216,6.811765139762387
ENSG00000198625,MDM4,ENSG00000198625.13,protein_coding,204485503,+,chr1,1.8593335093962688,3.297191416565856,2.040822310107341
ENSG00000112159,MDN1,ENSG00000112159.12,protein_coding,90529418,-,chr6,0.8756228125325115,2.3387666844218,1.059908989018685
ENSG00000213920,MDP1,ENSG00000213920.9,protein_coding,24685246,-,chr14,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000065833,ME1,ENSG00000065833.9,protein_coding,84140757,-,chr6,1.0095621629519818,2.4840349857779542,1.1348780543431116
ENSG00000082212,ME2,ENSG00000082212.13,protein_coding,48405463,+,chr18,1.5406720713424529,2.985500430304885,1.7013716200470024
ENSG00000124733,MEA1,ENSG00000124733.5,protein_coding,42981651,-,chr6,4.614038393052593,6.071953546091256,4.786679993961836
ENSG00000163875,MEAF6,ENSG00000163875.16,protein_coding,37980344,-,chr1,3.9318721265890577,5.394551868843447,4.100002069550845
ENSG00000085276,MECOM,ENSG00000085276.19,protein_coding,169381420,-,chr3,3.682449696683536,5.170662190530933,3.888343865374773
ENSG00000169057,MECP2,ENSG00000169057.24,protein_coding,153363125,-,chrX,1.8462726575133672,3.3635916266167243,2.0443591445092806
ENSG00000116353,MECR,ENSG00000116353.16,protein_coding,29557383,-,chr1,2.692561105399881,4.135584118865075,2.8722180699427486
ENSG00000125686,MED1,ENSG00000125686.12,protein_coding,37607497,-,chr17,2.0222612716146267,3.54274093123414,2.197267813255204
ENSG00000133398,MED10,ENSG00000133398.4,protein_coding,6378614,-,chr5,3.941519523782048,5.42252231815805,4.115832298652565
ENSG00000161920,MED11,ENSG00000161920.11,protein_coding,4634705,+,chr17,2.6240540911101005,4.070707029315519,2.8366916908948645
ENSG00000184634,MED12,ENSG00000184634.16,protein_coding,70338427,+,chrX,3.521691513107424,4.974322805094037,3.686153118007872
ENSG00000144893,MED12L,ENSG00000144893.12,protein_coding,150803443,+,chr3,-3.280685112655481,-1.8008773579863997,-3.04930764022437
ENSG00000108510,MED13,ENSG00000108510.10,protein_coding,60142609,-,chr17,2.075703759219381,3.5415767882783835,2.274231837795494
ENSG00000123066,MED13L,ENSG00000123066.9,protein_coding,116715483,-,chr12,0.834792104764455,2.2863193333750425,1.0210532520540752
ENSG00000180182,MED14,ENSG00000180182.11,protein_coding,40595090,-,chrX,2.6040238658145864,4.089726943587478,2.7672522280409937
ENSG00000099917,MED15,ENSG00000099917.17,protein_coding,20861858,+,chr22,3.1419231977237367,4.601898527178192,3.325688623586108
ENSG00000175221,MED16,ENSG00000175221.15,protein_coding,893172,-,chr19,4.014578464922892,5.5016525081174965,4.192659730239499
ENSG00000042429,MED17,ENSG00000042429.12,protein_coding,93517438,+,chr11,-1.9241251330248723,-0.4829763279354193,-1.752437002928646
ENSG00000130772,MED18,ENSG00000130772.14,protein_coding,28655505,+,chr1,2.8718633573233414,4.3238744197187,3.0533894195446347
ENSG00000156603,MED19,ENSG00000156603.19,protein_coding,57479677,-,chr11,3.6239955845772713,5.111544680212184,3.8200563919661694
ENSG00000124641,MED20,ENSG00000124641.16,protein_coding,41888846,-,chr6,3.2451000996227504,4.762556115070631,3.44829309442748
ENSG00000152944,MED21,ENSG00000152944.9,protein_coding,27175476,+,chr12,3.5386126554264643,5.018478395965932,3.7539895458559727
ENSG00000148297,MED22,ENSG00000148297.16,protein_coding,136214894,-,chr9,2.2078616241379843,3.714773035397998,2.387803664533329
ENSG00000112282,MED23,ENSG00000112282.18,protein_coding,131949305,-,chr6,1.8733801280328732,3.345666039342952,2.064710435087381
ENSG00000008838,MED24,ENSG00000008838.20,protein_coding,38210644,-,chr17,3.39337501140696,4.875180453485019,3.5520204112929084
ENSG00000104973,MED25,ENSG00000104973.19,protein_coding,50321528,+,chr19,4.108967651520823,5.538600240394121,4.3016315413220605
ENSG00000160563,MED27,ENSG00000160563.14,protein_coding,134955246,-,chr9,2.5036794738943464,4.012586550654262,2.658280044847325
ENSG00000118579,MED28,ENSG00000118579.13,protein_coding,17616253,+,chr4,2.6327102639919437,4.1674703328127976,2.8484576938767323
ENSG00000063322,MED29,ENSG00000063322.15,protein_coding,39882010,+,chr19,4.391850188733067,5.867202123463273,4.56087388669898
ENSG00000164758,MED30,ENSG00000164758.7,protein_coding,118532937,+,chr8,3.908640004497895,5.427113346583483,4.1091264995081005
ENSG00000108590,MED31,ENSG00000108590.11,protein_coding,6554877,-,chr17,0.8332544384602563,2.312752290193842,1.0150693217176483
ENSG00000136146,MED4,ENSG00000136146.15,protein_coding,48669232,-,chr13,3.202637126189838,4.701887235588146,3.389016059688509
ENSG00000133997,MED6,ENSG00000133997.12,protein_coding,71067360,-,chr14,1.994905515667733,3.456083306725213,2.1385196100858
ENSG00000155868,MED7,ENSG00000155868.8,protein_coding,156569754,-,chr5,1.8201993898109712,3.3135361032805206,1.9890663256865184
ENSG00000159479,MED8,ENSG00000159479.17,protein_coding,43855444,-,chr1,3.6736920942603786,5.169187435471828,3.8697036411864327
ENSG00000141026,MED9,ENSG00000141026.6,protein_coding,17380294,+,chr17,1.283388439432307,2.766065051474954,1.4660789092330575
ENSG00000068305,MEF2A,ENSG00000068305.17,protein_coding,100106155,+,chr15,2.6787029461628604,4.139559537879351,2.830985412483076
ENSG00000081189,MEF2C,ENSG00000081189.16,protein_coding,88178983,-,chr5,0.1566554888468594,1.621289992538921,0.3645724322958559
ENSG00000116604,MEF2D,ENSG00000116604.18,protein_coding,156470556,-,chr1,3.701926037903816,5.1741946649609245,3.8573639867057823
ENSG00000103313,MEFV,ENSG00000103313.13,protein_coding,3306615,-,chr16,-3.3569750419865634,-1.9573556625915065,-3.2283679187250245
ENSG00000145794,MEGF10,ENSG00000145794.17,protein_coding,126626498,+,chr5,-3.970299765784581,-2.504714170629036,-3.822145974740051
ENSG00000162591,MEGF6,ENSG00000162591.16,protein_coding,3447967,-,chr1,1.811471030529836,3.2952087340404823,2.0063339337220505
ENSG00000105429,MEGF8,ENSG00000105429.13,protein_coding,42829765,+,chr19,2.494773999429494,3.9427396889415065,2.6584857115861675
ENSG00000106780,MEGF9,ENSG00000106780.9,protein_coding,123476719,-,chr9,1.734091770631089,3.1664101653891934,1.901803350250744
ENSG00000167077,MEI1,ENSG00000167077.13,protein_coding,42177363,+,chr22,-2.3147325934831584,-0.7478265867979731,-2.0985055449524253
ENSG00000197889,MEIG1,ENSG00000197889.10,protein_coding,15001359,+,chr10,-0.8706510327891588,0.5509006646475231,-0.6718528859663687
ENSG00000143995,MEIS1,ENSG00000143995.20,protein_coding,66662281,+,chr2,4.010609784030361,5.451039627030456,4.160670146689474
ENSG00000134138,MEIS2,ENSG00000134138.20,protein_coding,37392724,-,chr15,0.2292187424492469,1.6639366063551702,0.4134857679047591
ENSG00000105419,MEIS3,ENSG00000105419.18,protein_coding,47922750,-,chr19,-0.1443291655596288,1.4033222655441957,-0.0130430374755988
ENSG00000165304,MELK,ENSG00000165304.8,protein_coding,36572851,+,chr9,2.9243469663990083,4.410551414464276,3.155182533347619
ENSG00000005102,MEOX1,ENSG00000005102.14,protein_coding,41739283,-,chr17,1.559344966541886,3.0573116281609325,1.7239953447151877
ENSG00000106511,MEOX2,ENSG00000106511.6,protein_coding,15726296,-,chr7,-3.1190402614172186,-1.7641504234924366,-2.92796281922712
ENSG00000141434,MEP1B,ENSG00000141434.12,protein_coding,29769995,+,chr18,-5.339345147964772,-4.0516981876493645,-5.210896782498619
ENSG00000146834,MEPCE,ENSG00000146834.14,protein_coding,100026406,+,chr7,4.940401697969842,6.426898730182176,5.124944292286153
ENSG00000152595,MEPE,ENSG00000152595.16,protein_coding,88754113,+,chr4,-6.442222328605074,-5.39896913065119,-6.380821783940931
ENSG00000153208,MERTK,ENSG00000153208.17,protein_coding,112656176,+,chr2,1.836368533667499,3.328965680729365,2.0294882238732392
ENSG00000166823,MESP1,ENSG00000166823.5,protein_coding,90294087,-,chr15,0.949198731895153,2.4351751805601927,1.195536585293765
ENSG00000188095,MESP2,ENSG00000188095.6,protein_coding,90319880,+,chr15,-0.519114497355075,0.9159415059801476,-0.3212069276437082
ENSG00000106484,MEST,ENSG00000106484.16,protein_coding,130131907,+,chr7,4.670296504107494,6.093608766584014,4.850384393624014
ENSG00000105976,MET,ENSG00000105976.16,protein_coding,116312411,+,chr7,1.5086314776468952,2.978488532949512,1.710393192170516
ENSG00000164024,METAP1,ENSG00000164024.12,protein_coding,99916860,+,chr4,3.282365666665669,4.7527432401544765,3.4562279042027915
ENSG00000172878,METAP1D,ENSG00000172878.14,protein_coding,172864844,+,chr2,0.8330114991583621,2.314522521791615,1.039840264531791
ENSG00000111142,METAP2,ENSG00000111142.14,protein_coding,95867919,+,chr12,4.361768359419154,5.835312718898777,4.538171856340928
ENSG00000103260,METRN,ENSG00000103260.9,protein_coding,765092,+,chr16,3.461436882038594,4.866131541963843,3.5901109381340337
ENSG00000176845,METRNL,ENSG00000176845.13,protein_coding,81037473,+,chr17,3.968947817790888,5.491131568412215,4.167365956962837
ENSG00000037897,METTL1,ENSG00000037897.17,protein_coding,58165870,-,chr12,3.254654506772003,4.759688488427289,3.4366948875528767
ENSG00000203740,METTL11B,ENSG00000203740.4,protein_coding,170115099,+,chr1,-3.779917739350753,-2.422752464406849,-3.6420539471407394
ENSG00000145388,METTL14,ENSG00000145388.15,protein_coding,119606528,+,chr4,1.22508979886764,2.7286171352471937,1.3731748907531165
ENSG00000169519,METTL15,ENSG00000169519.21,protein_coding,28131821,+,chr11,0.4645637200965621,1.9486755965952551,0.6384909417104555
ENSG00000127804,METTL16,ENSG00000127804.13,protein_coding,2415169,-,chr17,1.6669383372920592,3.117462331153662,1.844425827743691
ENSG00000165792,METTL17,ENSG00000165792.18,protein_coding,21458127,+,chr14,2.314464515839377,3.8403121584161455,2.5186358471628005
ENSG00000171806,METTL18,ENSG00000171806.12,protein_coding,169764026,-,chr1,2.4449055529221835,3.923082607642428,2.6411066800521943
ENSG00000144401,METTL21A,ENSG00000144401.14,protein_coding,208489919,-,chr2,1.4455678074810103,2.96976754398732,1.6405746574078486
ENSG00000067365,METTL22,ENSG00000067365.15,protein_coding,8715536,+,chr16,0.7201908938325967,2.2139071409750306,0.943733829634528
ENSG00000181038,METTL23,ENSG00000181038.14,protein_coding,74722912,+,chr17,3.0331939142136206,4.525555261102591,3.258956038800658
ENSG00000087995,METTL2A,ENSG00000087995.16,protein_coding,60501251,+,chr17,1.832687516439532,3.315971913141885,2.0308304301532747
ENSG00000165055,METTL2B,ENSG00000165055.16,protein_coding,128095878,+,chr7,2.061223202499324,3.501107892377292,2.222062624777488
ENSG00000165819,METTL3,ENSG00000165819.12,protein_coding,21979428,-,chr14,2.5129600596265966,4.019532908207237,2.71944632223195
ENSG00000101574,METTL4,ENSG00000101574.15,protein_coding,2571437,-,chr18,1.0666747627244602,2.5411183040246943,1.2545940430331408
ENSG00000138382,METTL5,ENSG00000138382.15,protein_coding,170681375,-,chr2,3.577452998640241,5.061957602922874,3.763400950756069
ENSG00000206562,METTL6,ENSG00000206562.12,protein_coding,15469006,-,chr3,1.1694119519913548,2.662866298632005,1.3568199150759943
ENSG00000185432,METTL7A,ENSG00000185432.12,protein_coding,51318790,+,chr12,3.7730363182845954,5.223082688805186,3.94960029636016
ENSG00000170439,METTL7B,ENSG00000170439.7,protein_coding,56075512,+,chr12,3.670885645943936,5.132691990472452,3.874305165982232
ENSG00000197006,METTL9,ENSG00000197006.14,protein_coding,21610882,+,chr16,3.9614103344780265,5.4409721246191065,4.143826031716586
ENSG00000254726,MEX3A,ENSG00000254726.3,protein_coding,156052241,-,chr1,3.54525178438741,5.002558513687828,3.685424407695201
ENSG00000183496,MEX3B,ENSG00000183496.6,protein_coding,82338341,-,chr15,-0.2850731415899949,1.1547776117808164,-0.1432134537119191
ENSG00000176624,MEX3C,ENSG00000176624.12,protein_coding,48723894,-,chr18,2.434748308237999,3.889376191403106,2.6558784306821583
ENSG00000140259,MFAP1,ENSG00000140259.7,protein_coding,44116873,-,chr15,3.61883769608902,5.090743361489912,3.7797009725638815
ENSG00000117122,MFAP2,ENSG00000117122.14,protein_coding,17307102,-,chr1,4.304036393001299,5.777322392786563,4.487897901210089
ENSG00000198948,MFAP3L,ENSG00000198948.12,protein_coding,170947522,-,chr4,-1.0926478158286288,0.4524900092184503,-0.9058990835611336
ENSG00000166482,MFAP4,ENSG00000166482.12,protein_coding,19290483,-,chr17,3.7859794255985593,5.248796665171173,3.9617529612982088
ENSG00000197614,MFAP5,ENSG00000197614.11,protein_coding,8815404,-,chr12,2.34981817197586,3.883190680477696,2.6058261676978027
ENSG00000168958,MFF,ENSG00000168958.20,protein_coding,228189941,+,chr2,3.41533953193509,4.932590364908517,3.597662268189052
ENSG00000140545,MFGE8,ENSG00000140545.15,protein_coding,89456602,-,chr15,5.24914569664684,6.771476263993563,5.431586189908648
ENSG00000147324,MFHAS1,ENSG00000147324.11,protein_coding,8751068,-,chr8,2.649477505531736,4.079198883210989,2.825521075205641
ENSG00000171109,MFN1,ENSG00000171109.19,protein_coding,179065474,+,chr3,3.3667278605448714,4.845158820322714,3.5247908595899067
ENSG00000116688,MFN2,ENSG00000116688.18,protein_coding,12040482,+,chr1,3.13609292785193,4.591404158545619,3.2862749702862613
ENSG00000100060,MFNG,ENSG00000100060.18,protein_coding,37882395,-,chr22,0.9756301862808238,2.4586707242714083,1.1499096675349243
ENSG00000235718,MFRP,ENSG00000235718.9,protein_coding,119217365,-,chr11,-6.912672948202524,-6.107803289534515,-6.878321443411748
ENSG00000118855,MFSD1,ENSG00000118855.21,protein_coding,158519834,+,chr3,3.247061636630024,4.693319678811575,3.433800734020175
ENSG00000109736,MFSD10,ENSG00000109736.15,protein_coding,2936514,-,chr4,5.093382701587713,6.572521370474111,5.286685276815146
ENSG00000092931,MFSD11,ENSG00000092931.11,protein_coding,74734052,+,chr17,1.4738907923057205,2.9937105871599576,1.6702511755381435
ENSG00000168389,MFSD2A,ENSG00000168389.18,protein_coding,40420808,+,chr1,0.9221978483963668,2.4508021528798185,1.074162875507007
ENSG00000205639,MFSD2B,ENSG00000205639.12,protein_coding,24232918,+,chr2,-3.208227595722634,-1.7621915704543798,-3.0421596732937672
ENSG00000167700,MFSD3,ENSG00000167700.9,protein_coding,145734433,+,chr8,4.512422857192269,6.006672788648856,4.739378286431834
ENSG00000182544,MFSD5,ENSG00000182544.9,protein_coding,53645918,+,chr12,3.957793904810255,5.435461914479276,4.125865969201933
ENSG00000151690,MFSD6,ENSG00000151690.15,protein_coding,191273052,+,chr2,2.799729742700999,4.319010903548569,3.0027025203798234
ENSG00000185156,MFSD6L,ENSG00000185156.6,protein_coding,8702628,-,chr17,1.2945472338955148,2.739480903043271,1.531867995605555
ENSG00000164073,MFSD8,ENSG00000164073.11,protein_coding,128886288,-,chr4,0.4330662696176155,1.9098498922532656,0.6046406961846594
ENSG00000135953,MFSD9,ENSG00000135953.11,protein_coding,103353277,-,chr2,1.2207014165065202,2.6987963296804334,1.3955564129865532
ENSG00000257335,MGAM,ENSG00000257335.8,protein_coding,141695671,+,chr7,-4.717856771218502,-3.276485124126195,-4.566613190842265
ENSG00000131446,MGAT1,ENSG00000131446.17,protein_coding,180229791,-,chr5,3.7969299426385112,5.20598673590917,3.9447179167192368
ENSG00000168282,MGAT2,ENSG00000168282.6,protein_coding,50087468,+,chr14,-2.595968860378175,-1.1093587560365563,-2.441438468199543
ENSG00000128268,MGAT3,ENSG00000128268.12,protein_coding,39853002,+,chr22,2.124692071788477,3.5871249218717773,2.2817575885202954
ENSG00000071073,MGAT4A,ENSG00000071073.13,protein_coding,99347528,-,chr2,1.6211493035690026,3.0781486723842586,1.7906886426747817
ENSG00000161013,MGAT4B,ENSG00000161013.17,protein_coding,179233835,-,chr5,5.219443477743315,6.672925955149012,5.43190705842663
ENSG00000182050,MGAT4C,ENSG00000182050.13,protein_coding,86650154,-,chr12,-7.405069330187608,-7.039784866105864,-7.356975041986563
ENSG00000152127,MGAT5,ENSG00000152127.9,protein_coding,134877491,+,chr2,2.7915015401917143,4.292391579956831,2.960344893494445
ENSG00000167889,MGAT5B,ENSG00000167889.13,protein_coding,74864476,+,chr17,-2.605595614599375,-1.2300590395855129,-2.455613533510315
ENSG00000170430,MGMT,ENSG00000170430.10,protein_coding,131265496,+,chr10,2.2848694330960324,3.767824267877021,2.438292851579147
ENSG00000111341,MGP,ENSG00000111341.10,protein_coding,15038779,-,chr12,3.897869651945855,5.372353171612943,4.0893371267816905
ENSG00000102858,MGRN1,ENSG00000102858.13,protein_coding,4674814,+,chr16,3.617756893597514,5.064098190052487,3.7789654772500993
ENSG00000008394,MGST1,ENSG00000008394.13,protein_coding,16500571,+,chr12,2.762965311114109,4.199201183812945,2.9701173976055
ENSG00000085871,MGST2,ENSG00000085871.9,protein_coding,140586958,+,chr4,4.041286795191506,5.56703732411424,4.256965344638729
ENSG00000143198,MGST3,ENSG00000143198.13,protein_coding,165600436,+,chr1,3.622532149612353,5.107830123412722,3.826029786499739
ENSG00000150527,MIA2,ENSG00000150527.17,protein_coding,39703112,+,chr14,1.640111869490591,3.183613548605764,1.8402416511234887
ENSG00000154305,MIA3,ENSG00000154305.18,protein_coding,222791417,+,chr1,2.579228430285782,4.022172481092459,2.7255012326178187
ENSG00000101752,MIB1,ENSG00000101752.12,protein_coding,19320776,+,chr18,1.5600301231263043,3.000865357443254,1.7380327936813251
ENSG00000204520,MICA,ENSG00000204520.14,protein_coding,31371337,+,chr6,1.9493481642885635,3.424438422214912,2.1619521589267423
ENSG00000135596,MICAL1,ENSG00000135596.18,protein_coding,109776901,-,chr6,1.3112124546350332,2.7851110853071965,1.5018212654209104
ENSG00000243156,MICAL3,ENSG00000243156.9,protein_coding,18484249,-,chr22,0.4443490240642174,1.9574317627477893,0.6013161842989908
ENSG00000164877,MICALL2,ENSG00000164877.19,protein_coding,1499097,-,chr7,1.244765307569313,2.674008608617225,1.492724861891776
ENSG00000204516,MICB,ENSG00000204516.10,protein_coding,31465913,+,chr6,1.5735199520839778,3.0427843980892395,1.767188654055824
ENSG00000107745,MICU1,ENSG00000107745.19,protein_coding,74385811,-,chr10,4.088709809086091,5.555417395971822,4.274380948938525
ENSG00000101871,MID1,ENSG00000101871.16,protein_coding,10588595,-,chrX,1.4097439289127056,2.896368735751496,1.579276710828628
ENSG00000165175,MID1IP1,ENSG00000165175.16,protein_coding,38663529,+,chrX,3.686993480483756,5.101368534855858,3.8733013740047473
ENSG00000080561,MID2,ENSG00000080561.14,protein_coding,107069063,+,chrX,0.2744107693178376,1.72513036265872,0.4639362795064075
ENSG00000141741,MIEN1,ENSG00000141741.12,protein_coding,37886777,-,chr17,4.320405248176263,5.84984167494533,4.4891447009630845
ENSG00000198160,MIER1,ENSG00000198160.15,protein_coding,67390665,+,chr1,2.816599706534912,4.281290232369959,2.9855368615378484
ENSG00000155545,MIER3,ENSG00000155545.20,protein_coding,56247935,-,chr5,1.6518668347652437,3.105141660323424,1.8643743638318495
ENSG00000240972,MIF,ENSG00000240972.2,protein_coding,24236562,+,chr22,-2.982790709967777,-1.6121963354666713,-2.847881495568057
ENSG00000125457,MIF4GD,ENSG00000125457.15,protein_coding,73267221,-,chr17,2.7504778784443555,4.2104278304014855,2.9033082679825157
ENSG00000116691,MIIP,ENSG00000116691.11,protein_coding,12079517,+,chr1,3.923120649635664,5.436614942871665,4.093568626788016
ENSG00000141503,MINK1,ENSG00000141503.17,protein_coding,4736627,+,chr17,3.543904135574199,5.031787754955115,3.723427500708537
ENSG00000107789,MINPP1,ENSG00000107789.16,protein_coding,89264642,+,chr10,2.6365898214496064,4.086325209680859,2.8428380741862926
ENSG00000164654,MIOS,ENSG00000164654.16,protein_coding,7606497,+,chr7,1.484189701148267,2.926018401260823,1.6842352592205203
ENSG00000100253,MIOX,ENSG00000100253.13,protein_coding,50925279,+,chr22,-3.514573172829758,-2.1090475285429777,-3.327710447481369
ENSG00000135517,MIP,ENSG00000135517.9,protein_coding,56848437,-,chr12,-6.321928094887362,-5.362899875943668,-6.189680296588922
ENSG00000027001,MIPEP,ENSG00000027001.10,protein_coding,24463530,-,chr13,2.4424658349766166,3.9310022015180537,2.637308832200043
ENSG00000167842,MIS12,ENSG00000167842.16,protein_coding,5389876,+,chr17,2.5079975544613617,3.9507670005931375,2.6780268201881543
ENSG00000159055,MIS18A,ENSG00000159055.4,protein_coding,33651324,-,chr21,3.723329197321868,5.24495553985775,3.9629746430840513
ENSG00000129534,MIS18BP1,ENSG00000129534.14,protein_coding,45722360,-,chr14,2.2059867359091707,3.6664498445829192,2.3719769744945847
ENSG00000158411,MITD1,ENSG00000158411.11,protein_coding,99797473,-,chr2,2.037065883904628,3.55466251933078,2.2302030133664217
ENSG00000187098,MITF,ENSG00000187098.17,protein_coding,69788576,+,chr3,-0.1000510138103282,1.3881344188141456,0.097610796626422
ENSG00000185155,MIXL1,ENSG00000185155.12,protein_coding,226411361,+,chr1,-1.835986111474943,-0.2898272517203383,-1.5916142085935865
ENSG00000148773,MKI67,ENSG00000148773.14,protein_coding,129924611,-,chr10,3.072002869695148,4.514974366599582,3.222634567681597
ENSG00000125863,MKKS,ENSG00000125863.20,protein_coding,10414804,-,chr20,1.6951475400803733,3.1773118924781167,1.875426225256411
ENSG00000128585,MKLN1,ENSG00000128585.18,protein_coding,131012622,+,chr7,1.2159270479868327,2.610133076456062,1.3763459560356153
ENSG00000079277,MKNK1,ENSG00000079277.22,protein_coding,47069901,-,chr1,1.8744822332659885,3.376762683055206,2.0656757021822183
ENSG00000133606,MKRN1,ENSG00000133606.11,protein_coding,140179276,-,chr7,4.255266559451748,5.724221873941154,4.411155036957758
ENSG00000075975,MKRN2,ENSG00000075975.17,protein_coding,12598563,+,chr3,1.907429101242319,3.3493369669741933,2.0623980637984785
ENSG00000179455,MKRN3,ENSG00000179455.10,protein_coding,23810812,+,chr15,-4.187050040544251,-2.712173132714919,-3.932361283124637
ENSG00000011143,MKS1,ENSG00000011143.19,protein_coding,56296580,-,chr17,0.5760867241794003,2.026977066281044,0.7594967554160579
ENSG00000150051,MKX,ENSG00000150051.14,protein_coding,28034739,-,chr10,-0.1160664382023975,1.3457369951640432,-0.0377101117090012
