<<<<<<< HEAD
,gene_name,gene_stable_id,gene_id,gene_type,TSS,genomic_strand,chromosome_name
6958,KLHL3,ENSG00000146021,ENSG00000146021.15,protein_coding,137736099,-,chr5
6959,KLHL30,ENSG00000168427,ENSG00000168427.9,protein_coding,238138694,+,chr2
6960,KLHL31,ENSG00000124743,ENSG00000124743.6,protein_coding,53665766,-,chr6
6961,KLHL32,ENSG00000186231,ENSG00000186231.17,protein_coding,96924768,+,chr6
6962,KLHL33,ENSG00000185271,ENSG00000185271.9,protein_coding,20435709,-,chr14
6963,KLHL34,ENSG00000185915,ENSG00000185915.5,protein_coding,21658335,-,chrX
6964,KLHL35,ENSG00000149243,ENSG00000149243.16,protein_coding,75430206,-,chr11
6965,KLHL36,ENSG00000135686,ENSG00000135686.13,protein_coding,84648537,+,chr16
6966,KLHL38,ENSG00000175946,ENSG00000175946.9,protein_coding,123653079,-,chr8
6967,KLHL4,ENSG00000102271,ENSG00000102271.14,protein_coding,87517810,+,chrX
6968,KLHL5,ENSG00000109790,ENSG00000109790.18,protein_coding,39044858,+,chr4
6969,KLHL6,ENSG00000172578,ENSG00000172578.12,protein_coding,183555716,-,chr3
6970,KLHL7,ENSG00000122550,ENSG00000122550.18,protein_coding,23105824,+,chr7
6971,KLHL8,ENSG00000145332,ENSG00000145332.14,protein_coding,87220599,-,chr4
6972,KLHL9,ENSG00000198642,ENSG00000198642.7,protein_coding,21335412,-,chr9
6973,KLK1,ENSG00000167748,ENSG00000167748.11,protein_coding,50823800,-,chr19
6974,KLK10,ENSG00000129451,ENSG00000129451.12,protein_coding,51019716,-,chr19
6975,KLK11,ENSG00000167757,ENSG00000167757.14,protein_coding,51026633,-,chr19
6976,KLK12,ENSG00000186474,ENSG00000186474.16,protein_coding,51034947,-,chr19
6977,KLK13,ENSG00000167759,ENSG00000167759.13,protein_coding,51065106,-,chr19
6978,KLK14,ENSG00000129437,ENSG00000129437.11,protein_coding,51082889,-,chr19
6979,KLK15,ENSG00000174562,ENSG00000174562.13,protein_coding,50827086,-,chr19
6980,KLK2,ENSG00000167751,ENSG00000167751.13,protein_coding,50873445,+,chr19
6981,KLK3,ENSG00000142515,ENSG00000142515.15,protein_coding,50854930,+,chr19
6982,KLK4,ENSG00000167749,ENSG00000167749.11,protein_coding,50909389,-,chr19
6983,KLK5,ENSG00000167754,ENSG00000167754.13,protein_coding,50953045,-,chr19
6984,KLK6,ENSG00000167755,ENSG00000167755.15,protein_coding,50969596,-,chr19
6985,KLK7,ENSG00000169035,ENSG00000169035.12,protein_coding,50983923,-,chr19
6986,KLK8,ENSG00000129455,ENSG00000129455.15,protein_coding,51001610,-,chr19
6987,KLK9,ENSG00000213022,ENSG00000213022.6,protein_coding,51009580,-,chr19
6988,KLKB1,ENSG00000164344,ENSG00000164344.16,protein_coding,186227533,+,chr4
6989,KLLN,ENSG00000227268,ENSG00000227268.5,protein_coding,87863315,-,chr10
6990,KLRB1,ENSG00000111796,ENSG00000111796.4,protein_coding,9607924,-,chr12
6991,KLRC1,ENSG00000134545,ENSG00000134545.14,protein_coding,10453383,-,chr12
6992,KLRC2,ENSG00000205809,ENSG00000205809.10,protein_coding,10435962,-,chr12
6993,KLRC3,ENSG00000205810,ENSG00000205810.9,protein_coding,10420575,-,chr12
6994,KLRD1,ENSG00000134539,ENSG00000134539.17,protein_coding,10307886,+,chr12
6995,KLRF1,ENSG00000150045,ENSG00000150045.12,protein_coding,9827491,+,chr12
6996,KLRF2,ENSG00000256797,ENSG00000256797.1,protein_coding,9881510,+,chr12
6997,KLRG1,ENSG00000139187,ENSG00000139187.10,protein_coding,8989633,+,chr12
6998,KLRG2,ENSG00000188883,ENSG00000188883.5,protein_coding,139483685,-,chr7
6999,KLRK1,ENSG00000213809,ENSG00000213809.9,protein_coding,10390048,-,chr12
7000,KMO,ENSG00000117009,ENSG00000117009.12,protein_coding,241532386,+,chr1
7001,KNCN,ENSG00000162456,ENSG00000162456.10,protein_coding,46549760,-,chr1
7002,KNDC1,ENSG00000171798,ENSG00000171798.19,protein_coding,133160261,+,chr10
7003,KNG1,ENSG00000113889,ENSG00000113889.14,protein_coding,186717416,+,chr3
7004,KNTC1,ENSG00000184445,ENSG00000184445.12,protein_coding,122527267,+,chr12
7005,KPNA1,ENSG00000114030,ENSG00000114030.13,protein_coding,122514950,-,chr3
7006,KPNA2,ENSG00000182481,ENSG00000182481.10,protein_coding,68035760,+,chr17
7007,KPNA3,ENSG00000102753,ENSG00000102753.10,protein_coding,49792598,-,chr13
7008,KPNA4,ENSG00000186432,ENSG00000186432.10,protein_coding,160565578,-,chr3
7009,KPNA5,ENSG00000196911,ENSG00000196911.11,protein_coding,116681237,+,chr6
7010,KPNA6,ENSG00000025800,ENSG00000025800.14,protein_coding,32108072,+,chr1
7011,KPNB1,ENSG00000108424,ENSG00000108424.11,protein_coding,47649978,+,chr17
7012,KPRP,ENSG00000203786,ENSG00000203786.6,protein_coding,152758031,+,chr1
7013,KPTN,ENSG00000118162,ENSG00000118162.14,protein_coding,47484256,-,chr19
7014,KRAS,ENSG00000133703,ENSG00000133703.13,protein_coding,25250947,-,chr12
7015,KRBA1,ENSG00000133619,ENSG00000133619.17,protein_coding,149714988,+,chr7
7016,KRBA2,ENSG00000184619,ENSG00000184619.8,protein_coding,8376714,-,chr17
7017,KRBOX1,ENSG00000240747,ENSG00000240747.8,protein_coding,42936397,+,chr3
7018,KRCC1,ENSG00000172086,ENSG00000172086.9,protein_coding,88055790,-,chr2
7019,KREMEN1,ENSG00000183762,ENSG00000183762.13,protein_coding,29073064,+,chr22
7020,KREMEN2,ENSG00000131650,ENSG00000131650.14,protein_coding,2964282,+,chr16
7021,KRI1,ENSG00000129347,ENSG00000129347.21,protein_coding,10566036,-,chr19
7022,KRIT1,ENSG00000001631,ENSG00000001631.16,protein_coding,92245946,-,chr7
7023,KRR1,ENSG00000111615,ENSG00000111615.14,protein_coding,75511640,-,chr12
7024,KRT1,ENSG00000167768,ENSG00000167768.4,protein_coding,52680413,-,chr12
7025,KRT10,ENSG00000186395,ENSG00000186395.9,protein_coding,40822623,-,chr17
7026,KRT12,ENSG00000187242,ENSG00000187242.6,protein_coding,40867225,-,chr17
7027,KRT13,ENSG00000171401,ENSG00000171401.15,protein_coding,41505619,-,chr17
7028,KRT14,ENSG00000186847,ENSG00000186847.6,protein_coding,41586903,-,chr17
7029,KRT15,ENSG00000171346,ENSG00000171346.16,protein_coding,41518896,-,chr17
7030,KRT16,ENSG00000186832,ENSG00000186832.9,protein_coding,41612774,-,chr17
7031,KRT17,ENSG00000128422,ENSG00000128422.17,protein_coding,41624583,-,chr17
7032,KRT18,ENSG00000111057,ENSG00000111057.11,protein_coding,52949127,+,chr12
7033,KRT19,ENSG00000171345,ENSG00000171345.13,protein_coding,41528315,-,chr17
7034,KRT2,ENSG00000172867,ENSG00000172867.4,protein_coding,52652212,-,chr12
7035,KRT20,ENSG00000171431,ENSG00000171431.4,protein_coding,40885249,-,chr17
7036,KRT222,ENSG00000213424,ENSG00000213424.9,protein_coding,40665188,-,chr17
7037,KRT23,ENSG00000108244,ENSG00000108244.17,protein_coding,40936672,-,chr17
7038,KRT24,ENSG00000167916,ENSG00000167916.5,protein_coding,40703758,-,chr17
7039,KRT25,ENSG00000204897,ENSG00000204897.7,protein_coding,40755332,-,chr17
7040,KRT26,ENSG00000186393,ENSG00000186393.5,protein_coding,40772175,-,chr17
7041,KRT27,ENSG00000171446,ENSG00000171446.7,protein_coding,40782551,-,chr17
7042,KRT28,ENSG00000173908,ENSG00000173908.9,protein_coding,40799962,-,chr17
7043,KRT3,ENSG00000186442,ENSG00000186442.7,protein_coding,52796121,-,chr12
7044,KRT31,ENSG00000094796,ENSG00000094796.5,protein_coding,41397611,-,chr17
7045,KRT32,ENSG00000108759,ENSG00000108759.4,protein_coding,41467371,-,chr17
7046,KRT33A,ENSG00000006059,ENSG00000006059.4,protein_coding,41350828,-,chr17
7047,KRT33B,ENSG00000131738,ENSG00000131738.11,protein_coding,41369814,-,chr17
7048,KRT34,ENSG00000131737,ENSG00000131737.7,protein_coding,41382313,-,chr17
7049,KRT35,ENSG00000197079,ENSG00000197079.8,protein_coding,41481152,-,chr17
7050,KRT36,ENSG00000126337,ENSG00000126337.14,protein_coding,41489912,-,chr17
7051,KRT37,ENSG00000108417,ENSG00000108417.4,protein_coding,41424586,-,chr17
7052,KRT38,ENSG00000171360,ENSG00000171360.4,protein_coding,41440983,-,chr17
7053,KRT39,ENSG00000196859,ENSG00000196859.8,protein_coding,40966919,-,chr17
7054,KRT4,ENSG00000170477,ENSG00000170477.13,protein_coding,52814123,-,chr12
7055,KRT40,ENSG00000204889,ENSG00000204889.11,protein_coding,40984327,-,chr17
7056,KRT5,ENSG00000186081,ENSG00000186081.12,protein_coding,52520401,-,chr12
7057,KRT6A,ENSG00000205420,ENSG00000205420.11,protein_coding,52493265,-,chr12
7058,KRT6B,ENSG00000185479,ENSG00000185479.6,protein_coding,52452154,-,chr12
7059,KRT6C,ENSG00000170465,ENSG00000170465.10,protein_coding,52473814,-,chr12
7060,KRT7,ENSG00000135480,ENSG00000135480.16,protein_coding,52233253,+,chr12
7061,KRT71,ENSG00000139648,ENSG00000139648.7,protein_coding,52553147,-,chr12
7062,KRT72,ENSG00000170486,ENSG00000170486.11,protein_coding,52601474,-,chr12
7063,KRT73,ENSG00000186049,ENSG00000186049.8,protein_coding,52615556,-,chr12
7064,KRT74,ENSG00000170484,ENSG00000170484.10,protein_coding,52573844,-,chr12
7065,KRT75,ENSG00000170454,ENSG00000170454.6,protein_coding,52434380,-,chr12
7066,KRT76,ENSG00000185069,ENSG00000185069.2,protein_coding,52777347,-,chr12
7067,KRT77,ENSG00000189182,ENSG00000189182.10,protein_coding,52703526,-,chr12
7068,KRT78,ENSG00000170423,ENSG00000170423.13,protein_coding,52848999,-,chr12
7069,KRT79,ENSG00000185640,ENSG00000185640.6,protein_coding,52834312,-,chr12
7070,KRT8,ENSG00000170421,ENSG00000170421.12,protein_coding,52905083,-,chr12
7071,KRT80,ENSG00000167767,ENSG00000167767.14,protein_coding,52192022,-,chr12
7072,KRT81,ENSG00000205426,ENSG00000205426.10,protein_coding,52288150,-,chr12
7073,KRT82,ENSG00000161850,ENSG00000161850.3,protein_coding,52406336,-,chr12
7074,KRT83,ENSG00000170523,ENSG00000170523.3,protein_coding,52321398,-,chr12
7075,KRT84,ENSG00000161849,ENSG00000161849.3,protein_coding,52385653,-,chr12
7076,KRT85,ENSG00000135443,ENSG00000135443.8,protein_coding,52367483,-,chr12
7077,KRT86,ENSG00000170442,ENSG00000170442.12,protein_coding,52249279,+,chr12
7078,KRT9,ENSG00000171403,ENSG00000171403.10,protein_coding,41572066,-,chr17
7079,KRTAP1-1,ENSG00000188581,ENSG00000188581.9,protein_coding,41041451,-,chr17
7080,KRTAP1-3,ENSG00000221880,ENSG00000221880.4,protein_coding,41034875,-,chr17
7081,KRTAP1-5,ENSG00000221852,ENSG00000221852.5,protein_coding,41027216,-,chr17
7082,KRTAP10-1,ENSG00000215455,ENSG00000215455.4,protein_coding,44540241,-,chr21
7083,KRTAP10-10,ENSG00000221859,ENSG00000221859.2,protein_coding,44637351,+,chr21
7084,KRTAP10-3,ENSG00000212935,ENSG00000212935.2,protein_coding,44558796,-,chr21
7085,KRTAP10-4,ENSG00000215454,ENSG00000215454.6,protein_coding,44573694,+,chr21
7086,KRTAP10-5,ENSG00000241123,ENSG00000241123.1,protein_coding,44580665,-,chr21
7087,KRTAP10-8,ENSG00000187766,ENSG00000187766.1,protein_coding,44612057,+,chr21
7088,KRTAP10-9,ENSG00000221837,ENSG00000221837.6,protein_coding,44627097,+,chr21
7089,KRTAP11-1,ENSG00000182591,ENSG00000182591.6,protein_coding,30881580,-,chr21
7090,KRTAP12-3,ENSG00000205439,ENSG00000205439.10,protein_coding,44657955,+,chr21
7091,KRTAP13-1,ENSG00000198390,ENSG00000198390.5,protein_coding,30396038,+,chr21
7092,KRTAP13-2,ENSG00000182816,ENSG00000182816.9,protein_coding,30372271,-,chr21
7093,KRTAP16-1,ENSG00000212657,ENSG00000212657.1,protein_coding,41309310,-,chr17
7094,KRTAP17-1,ENSG00000186860,ENSG00000186860.5,protein_coding,41315711,-,chr17
7095,KRTAP19-1,ENSG00000184351,ENSG00000184351.8,protein_coding,30480369,-,chr21
7096,KRTAP19-3,ENSG00000244025,ENSG00000244025.5,protein_coding,30492013,-,chr21
7097,KRTAP19-5,ENSG00000186977,ENSG00000186977.3,protein_coding,30502143,-,chr21
7098,KRTAP2-4,ENSG00000213417,ENSG00000213417.3,protein_coding,41066293,-,chr17
7099,KRTAP20-2,ENSG00000184032,ENSG00000184032.3,protein_coding,30635206,+,chr21
7100,KRTAP21-2,ENSG00000187026,ENSG00000187026.3,protein_coding,30747259,-,chr21
7101,KRTAP24-1,ENSG00000188694,ENSG00000188694.6,protein_coding,30282951,-,chr21
7102,KRTAP26-1,ENSG00000197683,ENSG00000197683.5,protein_coding,30320101,-,chr21
7103,KRTAP3-1,ENSG00000212901,ENSG00000212901.4,protein_coding,41009129,-,chr17
7104,KRTAP3-2,ENSG00000212900,ENSG00000212900.3,protein_coding,40999910,-,chr17
7105,KRTAP3-3,ENSG00000212899,ENSG00000212899.3,protein_coding,40994165,-,chr17
7106,KRTAP4-1,ENSG00000198443,ENSG00000198443.7,protein_coding,41184913,-,chr17
7107,KRTAP4-11,ENSG00000212721,ENSG00000212721.4,protein_coding,41118374,-,chr17
7108,KRTAP4-12,ENSG00000213416,ENSG00000213416.4,protein_coding,41124184,-,chr17
7109,KRTAP4-2,ENSG00000244537,ENSG00000244537.3,protein_coding,41178222,-,chr17
7110,KRTAP4-3,ENSG00000196156,ENSG00000196156.5,protein_coding,41168222,-,chr17
7111,KRTAP4-4,ENSG00000171396,ENSG00000171396.12,protein_coding,41160749,-,chr17
7112,KRTAP4-5,ENSG00000198271,ENSG00000198271.5,protein_coding,41149825,-,chr17
7113,KRTAP4-6,ENSG00000198090,ENSG00000198090.3,protein_coding,41140546,-,chr17
7114,KRTAP4-8,ENSG00000204880,ENSG00000204880.8,protein_coding,41098143,-,chr17
7115,KRTAP5-4,ENSG00000241598,ENSG00000241598.5,protein_coding,1622153,-,chr11
7116,KRTAP6-1,ENSG00000184724,ENSG00000184724.5,protein_coding,43527179,-,chr21
7117,KRTAP8-1,ENSG00000183640,ENSG00000183640.6,protein_coding,30813274,-,chr21
7118,KRTAP9-3,ENSG00000204873,ENSG00000204873.5,protein_coding,41232450,+,chr17
7119,KRTAP9-7,ENSG00000180386,ENSG00000180386.7,protein_coding,41275646,+,chr17
7120,KRTAP9-8,ENSG00000187272,ENSG00000187272.7,protein_coding,41238001,+,chr17
7121,KRTCAP2,ENSG00000163463,ENSG00000163463.13,protein_coding,155173319,-,chr1
7122,KRTCAP3,ENSG00000157992,ENSG00000157992.12,protein_coding,27442419,+,chr2
7123,KRTDAP,ENSG00000188508,ENSG00000188508.11,protein_coding,35490472,-,chr19
7124,KSR1,ENSG00000141068,ENSG00000141068.14,protein_coding,27456473,+,chr17
7125,KSR2,ENSG00000171435,ENSG00000171435.14,protein_coding,117969006,-,chr12
7126,KTI12,ENSG00000198841,ENSG00000198841.4,protein_coding,52033827,-,chr1
7127,KTN1,ENSG00000126777,ENSG00000126777.18,protein_coding,55580255,+,chr14
7128,KXD1,ENSG00000105700,ENSG00000105700.11,protein_coding,18557891,+,chr19
7129,KY,ENSG00000174611,ENSG00000174611.12,protein_coding,134651030,-,chr3
7130,KYNU,ENSG00000115919,ENSG00000115919.15,protein_coding,142877671,+,chr2
7131,L1CAM,ENSG00000198910,ENSG00000198910.14,protein_coding,153886190,-,chrX
7132,L1TD1,ENSG00000240563,ENSG00000240563.2,protein_coding,62194892,+,chr1
7133,L2HGDH,ENSG00000087299,ENSG00000087299.12,protein_coding,50312237,-,chr14
7134,L3MBTL1,ENSG00000185513,ENSG00000185513.17,protein_coding,43514486,+,chr20
7135,L3MBTL2,ENSG00000100395,ENSG00000100395.15,protein_coding,41205351,+,chr22
7136,L3MBTL3,ENSG00000198945,ENSG00000198945.8,protein_coding,130018600,+,chr6
7137,L3MBTL4,ENSG00000154655,ENSG00000154655.16,protein_coding,6414943,-,chr18
7138,LACC1,ENSG00000179630,ENSG00000179630.11,protein_coding,43879659,+,chr13
7139,LACRT,ENSG00000135413,ENSG00000135413.9,protein_coding,54634895,-,chr12
7140,LACTB,ENSG00000103642,ENSG00000103642.12,protein_coding,63121850,+,chr15
7141,LACTB2,ENSG00000147592,ENSG00000147592.9,protein_coding,70669223,-,chr8
7142,LAD1,ENSG00000159166,ENSG00000159166.15,protein_coding,201399332,-,chr1
7143,LAG3,ENSG00000089692,ENSG00000089692.9,protein_coding,6772541,+,chr12
7144,LAGE3,ENSG00000196976,ENSG00000196976.7,protein_coding,154478967,-,chrX
7145,LAIR1,ENSG00000167613,ENSG00000167613.16,protein_coding,54364942,-,chr19
7146,LAIR2,ENSG00000167618,ENSG00000167618.10,protein_coding,54502904,+,chr19
7147,LAMA1,ENSG00000101680,ENSG00000101680.15,protein_coding,7117812,-,chr18
7148,LAMA2,ENSG00000196569,ENSG00000196569.13,protein_coding,128883155,+,chr6
7149,LAMA3,ENSG00000053747,ENSG00000053747.17,protein_coding,23873029,+,chr18
7150,LAMA4,ENSG00000112769,ENSG00000112769.20,protein_coding,112254574,-,chr6
7151,LAMA5,ENSG00000130702,ENSG00000130702.15,protein_coding,62367320,-,chr20
7152,LAMB1,ENSG00000091136,ENSG00000091136.15,protein_coding,108003212,-,chr7
7153,LAMB2,ENSG00000172037,ENSG00000172037.14,protein_coding,49133084,-,chr3
7154,LAMB3,ENSG00000196878,ENSG00000196878.15,protein_coding,209652434,-,chr1
7155,LAMB4,ENSG00000091128,ENSG00000091128.13,protein_coding,108130367,-,chr7
7156,LAMC1,ENSG00000135862,ENSG00000135862.6,protein_coding,183023495,+,chr1
7157,LAMC2,ENSG00000058085,ENSG00000058085.15,protein_coding,183186271,+,chr1
7158,LAMC3,ENSG00000050555,ENSG00000050555.19,protein_coding,131009207,+,chr9
7159,LAMP1,ENSG00000185896,ENSG00000185896.11,protein_coding,113297279,+,chr13
7160,LAMP2,ENSG00000005893,ENSG00000005893.16,protein_coding,120469303,-,chrX
7161,LAMP3,ENSG00000078081,ENSG00000078081.8,protein_coding,183162740,-,chr3
7162,LAMP5,ENSG00000125869,ENSG00000125869.10,protein_coding,9514609,+,chr20
7163,LAMTOR1,ENSG00000149357,ENSG00000149357.10,protein_coding,72103303,-,chr11
7164,LAMTOR2,ENSG00000116586,ENSG00000116586.12,protein_coding,156054866,+,chr1
7165,LAMTOR3,ENSG00000109270,ENSG00000109270.13,protein_coding,99894465,-,chr4
7166,LANCL1,ENSG00000115365,ENSG00000115365.12,protein_coding,210476775,-,chr2
7167,LANCL2,ENSG00000132434,ENSG00000132434.10,protein_coding,55366050,+,chr7
7168,LANCL3,ENSG00000147036,ENSG00000147036.12,protein_coding,37571661,+,chrX
7169,LAP3,ENSG00000002549,ENSG00000002549.13,protein_coding,17577507,+,chr4
7170,LAPTM4A,ENSG00000068697,ENSG00000068697.7,protein_coding,20051639,-,chr2
7171,LAPTM4B,ENSG00000104341,ENSG00000104341.17,protein_coding,97775826,+,chr8
7172,LAPTM5,ENSG00000162511,ENSG00000162511.8,protein_coding,30757793,-,chr1
7173,LARP1,ENSG00000155506,ENSG00000155506.18,protein_coding,154755388,+,chr5
7174,LARP1B,ENSG00000138709,ENSG00000138709.19,protein_coding,128061333,+,chr4
7175,LARP4,ENSG00000161813,ENSG00000161813.22,protein_coding,50400946,+,chr12
7176,LARP4B,ENSG00000107929,ENSG00000107929.15,protein_coding,931718,-,chr10
7177,LARP6,ENSG00000166173,ENSG00000166173.11,protein_coding,70854192,-,chr15
7178,LARP7,ENSG00000174720,ENSG00000174720.16,protein_coding,112637200,+,chr4
7179,LARS2,ENSG00000011376,ENSG00000011376.12,protein_coding,45388590,+,chr3
7180,LAS1L,ENSG00000001497,ENSG00000001497.18,protein_coding,65534802,-,chrX
7181,LASP1,ENSG00000002834,ENSG00000002834.18,protein_coding,38870070,+,chr17
7182,LAT,ENSG00000213658,ENSG00000213658.12,protein_coding,28985170,+,chr16
7183,LAT2,ENSG00000086730,ENSG00000086730.17,protein_coding,74210020,+,chr7
7184,LATS1,ENSG00000131023,ENSG00000131023.13,protein_coding,149718106,-,chr6
7185,LATS2,ENSG00000150457,ENSG00000150457.9,protein_coding,21061605,-,chr13
7186,LAX1,ENSG00000122188,ENSG00000122188.13,protein_coding,203765190,+,chr1
7187,LAYN,ENSG00000204381,ENSG00000204381.12,protein_coding,111540780,+,chr11
7188,LBH,ENSG00000213626,ENSG00000213626.13,protein_coding,30231543,+,chr2
7189,LBP,ENSG00000129988,ENSG00000129988.6,protein_coding,38346489,+,chr20
7190,LBR,ENSG00000143815,ENSG00000143815.15,protein_coding,225428100,-,chr1
7191,LBX1,ENSG00000138136,ENSG00000138136.7,protein_coding,101229465,-,chr10
7192,LBX2,ENSG00000179528,ENSG00000179528.16,protein_coding,74503324,-,chr2
7193,LCA5,ENSG00000135338,ENSG00000135338.14,protein_coding,79537416,-,chr6
7194,LCA5L,ENSG00000157578,ENSG00000157578.14,protein_coding,39445798,-,chr21
7195,LCAT,ENSG00000213398,ENSG00000213398.8,protein_coding,67944129,-,chr16
7196,LCE1A,ENSG00000186844,ENSG00000186844.6,protein_coding,152826031,+,chr1
7197,LCE1C,ENSG00000197084,ENSG00000197084.6,protein_coding,152806657,-,chr1
7198,LCE1D,ENSG00000172155,ENSG00000172155.10,protein_coding,152796724,+,chr1
7199,LCE1E,ENSG00000186226,ENSG00000186226.9,protein_coding,152786265,+,chr1
7200,LCE1F,ENSG00000240386,ENSG00000240386.4,protein_coding,152776445,+,chr1
7201,LCE2A,ENSG00000187173,ENSG00000187173.4,protein_coding,152698353,+,chr1
7202,LCE2D,ENSG00000187223,ENSG00000187223.4,protein_coding,152663384,+,chr1
7203,LCE3C,ENSG00000244057,ENSG00000244057.5,protein_coding,152600238,+,chr1
7204,LCE3D,ENSG00000163202,ENSG00000163202.5,protein_coding,152580522,-,chr1
7205,LCE3E,ENSG00000185966,ENSG00000185966.4,protein_coding,152566782,-,chr1
7206,LCE5A,ENSG00000186207,ENSG00000186207.5,protein_coding,152510804,+,chr1
7207,LCE6A,ENSG00000235942,ENSG00000235942.3,protein_coding,152842860,+,chr1
7208,LCK,ENSG00000182866,ENSG00000182866.17,protein_coding,32251288,+,chr1
7209,LCLAT1,ENSG00000172954,ENSG00000172954.14,protein_coding,30447259,+,chr2
7210,LCMT1,ENSG00000205629,ENSG00000205629.12,protein_coding,25111767,+,chr16
7211,LCMT2,ENSG00000168806,ENSG00000168806.8,protein_coding,43330601,-,chr15
7212,LCN1,ENSG00000160349,ENSG00000160349.10,protein_coding,135521447,+,chr9
7213,LCN10,ENSG00000187922,ENSG00000187922.14,protein_coding,136742029,-,chr9
7214,LCN12,ENSG00000184925,ENSG00000184925.12,protein_coding,136952321,+,chr9
7215,LCN15,ENSG00000177984,ENSG00000177984.7,protein_coding,136764523,-,chr9
7216,LCN2,ENSG00000148346,ENSG00000148346.12,protein_coding,128149462,+,chr9
7217,LCN8,ENSG00000204001,ENSG00000204001.10,protein_coding,136758247,-,chr9
7218,LCN9,ENSG00000148386,ENSG00000148386.9,protein_coding,135663313,+,chr9
7219,LCNL1,ENSG00000214402,ENSG00000214402.7,protein_coding,136981718,+,chr9
7220,LCORL,ENSG00000178177,ENSG00000178177.16,protein_coding,18021762,-,chr4
7221,LCP1,ENSG00000136167,ENSG00000136167.15,protein_coding,46182213,-,chr13
7222,LCP2,ENSG00000043462,ENSG00000043462.13,protein_coding,170297832,-,chr5
7223,LCT,ENSG00000115850,ENSG00000115850.10,protein_coding,135837190,-,chr2
7224,LCTL,ENSG00000188501,ENSG00000188501.11,protein_coding,66566003,-,chr15
7225,LDB1,ENSG00000198728,ENSG00000198728.11,protein_coding,102120420,-,chr10
7226,LDB2,ENSG00000169744,ENSG00000169744.13,protein_coding,16898694,-,chr4
7227,LDB3,ENSG00000122367,ENSG00000122367.20,protein_coding,86668543,+,chr10
7228,LDHA,ENSG00000134333,ENSG00000134333.14,protein_coding,18394571,+,chr11
7229,LDHAL6A,ENSG00000166800,ENSG00000166800.10,protein_coding,18455868,+,chr11
7230,LDHAL6B,ENSG00000171989,ENSG00000171989.6,protein_coding,59206881,+,chr15
7231,LDHB,ENSG00000111716,ENSG00000111716.14,protein_coding,21657849,-,chr12
7232,LDHC,ENSG00000166796,ENSG00000166796.12,protein_coding,18412370,+,chr11
7233,LDHD,ENSG00000166816,ENSG00000166816.15,protein_coding,75116801,-,chr16
7234,LDLR,ENSG00000130164,ENSG00000130164.14,protein_coding,11089479,+,chr19
7235,LDLRAD1,ENSG00000203985,ENSG00000203985.11,protein_coding,54018163,-,chr1
7236,LDLRAD2,ENSG00000187942,ENSG00000187942.12,protein_coding,21812280,+,chr1
7237,LDLRAD3,ENSG00000179241,ENSG00000179241.13,protein_coding,35944106,+,chr11
7238,LDLRAP1,ENSG00000157978,ENSG00000157978.12,protein_coding,25543670,+,chr1
7239,LDOC1,ENSG00000182195,ENSG00000182195.9,protein_coding,141177148,-,chrX
7240,LEAP2,ENSG00000164406,ENSG00000164406.8,protein_coding,132873674,+,chr5
7241,LECT2,ENSG00000145826,ENSG00000145826.9,protein_coding,135954989,-,chr5
7242,LEF1,ENSG00000138795,ENSG00000138795.10,protein_coding,108166307,-,chr4
7243,LEFTY1,ENSG00000243709,ENSG00000243709.1,protein_coding,225924326,-,chr1
7244,LEFTY2,ENSG00000143768,ENSG00000143768.13,protein_coding,225941227,-,chr1
7245,LEKR1,ENSG00000197980,ENSG00000197980.13,protein_coding,156826370,+,chr3
7246,LELP1,ENSG00000203784,ENSG00000203784.3,protein_coding,153203436,+,chr1
7247,LEMD1,ENSG00000186007,ENSG00000186007.10,protein_coding,205449975,-,chr1
7248,LEMD2,ENSG00000161904,ENSG00000161904.12,protein_coding,33789173,-,chr6
7249,LEMD3,ENSG00000174106,ENSG00000174106.3,protein_coding,65169593,+,chr12
7250,LENEP,ENSG00000163352,ENSG00000163352.5,protein_coding,154993590,+,chr1
7251,LENG1,ENSG00000105617,ENSG00000105617.4,protein_coding,54159728,-,chr19
7252,LENG8,ENSG00000167615,ENSG00000167615.17,protein_coding,54449246,+,chr19
7253,LEO1,ENSG00000166477,ENSG00000166477.13,protein_coding,51971793,-,chr15
7254,LEP,ENSG00000174697,ENSG00000174697.5,protein_coding,128241283,+,chr7
7255,LEPROT,ENSG00000213625,ENSG00000213625.9,protein_coding,65420723,+,chr1
7256,LEPROTL1,ENSG00000104660,ENSG00000104660.19,protein_coding,30095500,+,chr8
7257,LETM1,ENSG00000168924,ENSG00000168924.15,protein_coding,1856185,-,chr4
7258,LETM2,ENSG00000165046,ENSG00000165046.13,protein_coding,38386550,+,chr8
7259,LETMD1,ENSG00000050426,ENSG00000050426.16,protein_coding,51048344,+,chr12
7260,LFNG,ENSG00000106003,ENSG00000106003.13,protein_coding,2519782,+,chr7
7261,LGALS1,ENSG00000100097,ENSG00000100097.12,protein_coding,37675645,+,chr22
7262,LGALS12,ENSG00000133317,ENSG00000133317.16,protein_coding,63506152,+,chr11
7263,LGALS13,ENSG00000105198,ENSG00000105198.11,protein_coding,39602531,+,chr19
7264,LGALS14,ENSG00000006659,ENSG00000006659.13,protein_coding,39704491,+,chr19
7265,LGALS16,ENSG00000249861,ENSG00000249861.4,protein_coding,39655923,+,chr19
7266,LGALS2,ENSG00000100079,ENSG00000100079.7,protein_coding,37580095,-,chr22
