chromosome_name,start,end,locus_id,color,strand,start2,end2,RGB,p,gene_name,Gene stable ID,gene_id
chr1,159568349,159568360,"p1@OR10J6P,0.0666",261.0,+,159568349,159568360,"211,211,211",p1,OR10J6P,ENSG00000158731,ENSG00000158731.2
chr1,158461142,158461143,"p2@OR10R3P,0.0744",133.0,+,158461142,158461143,"211,211,211",p2,OR10R3P,ENSG00000198703,ENSG00000198703.2
chr11,123848780,123848803,"p1@OR10S1,0.0960",-292.0,-,123848780,123848803,"211,211,211",p1,OR10S1,ENSG00000196248,ENSG00000196248.4
chr6,29424835,29424873,"p1@OR11A1,0.0789",0.0,-,29424835,29424873,"211,211,211",p1,OR11A1,ENSG00000206517,ENSG00000206517.8
chr6,29424835,29424873,"p1@OR11A1,0.0789",0.0,-,29424835,29424873,"211,211,211",p1,OR11A1,ENSG00000232289,ENSG00000232289.4
chr6,29424835,29424873,"p1@OR11A1,0.0789",0.0,-,29424835,29424873,"211,211,211",p1,OR11A1,ENSG00000234347,ENSG00000234347.4
chr6,29424835,29424873,"p1@OR11A1,0.0789",0.0,-,29424835,29424873,"211,211,211",p1,OR11A1,ENSG00000204694,ENSG00000204694.6
chr6,29424835,29424873,"p1@OR11A1,0.0789",0.0,-,29424835,29424873,"211,211,211",p1,OR11A1,ENSG00000237258,ENSG00000237258.4
chr6,29424835,29424873,"p1@OR11A1,0.0789",0.0,-,29424835,29424873,"211,211,211",p1,OR11A1,ENSG00000223898,ENSG00000223898.4
chr6,29424835,29424873,"p1@OR11A1,0.0789",0.0,-,29424835,29424873,"211,211,211",p1,OR11A1,ENSG00000206472,ENSG00000206472.7
chr6,29424835,29424873,"p1@OR11A1,0.0789",0.0,-,29424835,29424873,"211,211,211",p1,OR11A1,ENSG00000230780,ENSG00000230780.4
chr16,3265099,3265100,"p4@OR1F2P,0.1121",-461.0,+,3265099,3265100,"211,211,211",p4,OR1F2P,ENSG00000203581,ENSG00000203581.6
chr9,125231328,125231330,"p5@OR1J2,0.3546",488.0,+,125231328,125231330,"60,179,113",p5,OR1J2,ENSG00000197233,ENSG00000197233.7
chr7,143953530,143953531,"p2@OR2A20P,0.1040",-193.0,-,143953530,143953531,"211,211,211",p2,OR2A20P,ENSG00000170356,ENSG00000170356.8
chr6,29424953,29424961,"p2@OR2H1,0.1044",0.0,+,29424953,29424961,"211,211,211",p2,OR2H1,ENSG00000206516,ENSG00000206516.6
chr6,29424953,29424961,"p2@OR2H1,0.1044",0.0,+,29424953,29424961,"211,211,211",p2,OR2H1,ENSG00000229125,ENSG00000229125.4
chr6,29424953,29424961,"p2@OR2H1,0.1044",0.0,+,29424953,29424961,"211,211,211",p2,OR2H1,ENSG00000232984,ENSG00000232984.4
chr6,29424953,29424961,"p2@OR2H1,0.1044",0.0,+,29424953,29424961,"211,211,211",p2,OR2H1,ENSG00000224395,ENSG00000224395.4
chr6,29424953,29424961,"p2@OR2H1,0.1044",0.0,+,29424953,29424961,"211,211,211",p2,OR2H1,ENSG00000204688,ENSG00000204688.5
chr6,29424953,29424961,"p2@OR2H1,0.1044",0.0,+,29424953,29424961,"211,211,211",p2,OR2H1,ENSG00000229408,ENSG00000229408.4
chr6,29424953,29424961,"p2@OR2H1,0.1044",0.0,+,29424953,29424961,"211,211,211",p2,OR2H1,ENSG00000206471,ENSG00000206471.6
chr6,29424953,29424961,"p2@OR2H1,0.1044",0.0,+,29424953,29424961,"211,211,211",p2,OR2H1,ENSG00000235132,ENSG00000235132.4
chr6,29520883,29520884,"p2@OR2I1P,0.2488",-111.0,+,29520883,29520884,"60,179,113",p2,OR2I1P,ENSG00000223441,ENSG00000223441.2
chr6,29520883,29520884,"p2@OR2I1P,0.2488",-111.0,+,29520883,29520884,"60,179,113",p2,OR2I1P,ENSG00000231973,ENSG00000231973.2
chr6,29520883,29520884,"p2@OR2I1P,0.2488",-111.0,+,29520883,29520884,"60,179,113",p2,OR2I1P,ENSG00000237988,ENSG00000237988.2
chr6,29520883,29520884,"p2@OR2I1P,0.2488",-111.0,+,29520883,29520884,"60,179,113",p2,OR2I1P,ENSG00000232049,ENSG00000232049.2
chr6,29520883,29520884,"p2@OR2I1P,0.2488",-111.0,+,29520883,29520884,"60,179,113",p2,OR2I1P,ENSG00000226896,ENSG00000226896.2
chr6,29520883,29520884,"p2@OR2I1P,0.2488",-111.0,+,29520883,29520884,"60,179,113",p2,OR2I1P,ENSG00000229467,ENSG00000229467.2
chr6,29520883,29520884,"p2@OR2I1P,0.2488",-111.0,+,29520883,29520884,"60,179,113",p2,OR2I1P,ENSG00000237725,ENSG00000237725.2
chr1,248100624,248100625,"p6@OR2L13,0.3422",131.0,+,248100624,248100625,"60,179,113",p6,OR2L13,ENSG00000196071,ENSG00000196071.3
chr1,248366073,248366074,"p1@OR2M3,0.0491",-257.0,+,248366073,248366074,"211,211,211",p1,OR2M3,ENSG00000228198,ENSG00000228198.1
chr11,55425731,55425734,"p1@OR4C6,0.0872",-9.0,+,55425731,55425734,"211,211,211",p1,OR4C6,ENSG00000181903,ENSG00000181903.3
chr15,22303193,22303202,"p2@OR4N4,0.4556",-9.0,+,22303193,22303202,"60,179,113",p2,OR4N4,ENSG00000183706,ENSG00000183706.4
chr11,5526872,5526884,"p1@OR51B5,p2@HBE1,0.1126",0.0,-,5526872,5526884,"211,211,211",p1,OR51B5,ENSG00000242180,ENSG00000242180.2
chr11,4664985,4664990,"p5@OR51E1,0.1413",-165.0,+,4664985,4664990,"30,144,255",p5,OR51E1,ENSG00000180785,ENSG00000180785.8
chr11,4719113,4719128,"p5@OR51E2,0.3058",-29.0,-,4719113,4719128,"60,179,113",p5,OR51E2,ENSG00000167332,ENSG00000167332.7
chr11,4807754,4807756,"p1@OR51N1P,0.0902",-206.0,+,4807754,4807756,"211,211,211",p1,OR51N1P,ENSG00000176951,ENSG00000176951.5
chr11,5588524,5588528,"p1@OR52T1P,0.0739",317.0,-,5588524,5588528,"211,211,211",p1,OR52T1P,ENSG00000233646,ENSG00000233646.1
chr11,5729407,5729423,"p1@OR56B1,0.1151",4.0,+,5729407,5729423,"211,211,211",p1,OR56B1,ENSG00000181023,ENSG00000181023.5
chr9,125551214,125551215,"p1@OR5C1,0.1478",64.0,+,125551214,125551215,"30,144,255",p1,OR5C1,ENSG00000148215,ENSG00000148215.3
chr19,14946232,14946233,"p6@OR7A5,0.1326",-272.0,-,14946232,14946233,"211,211,211",p6,OR7A5,ENSG00000188269,ENSG00000188269.4
chr19,14911494,14911517,"p1@OR7C1,0.0793",-471.0,-,14911494,14911517,"211,211,211",p1,OR7C1,ENSG00000127530,ENSG00000127530.2
chr13,64314851,64314882,"p1@OR7E104P,0.2210",-222.0,+,64314851,64314882,"30,144,255",p1,OR7E104P,ENSG00000215432,ENSG00000215432.2
chr11,17035708,17035709,"p12@OR7E14P,0.2407",163.0,+,17035708,17035709,"60,179,113",p12,OR7E14P,ENSG00000184669,ENSG00000184669.6
chr13,64311615,64311617,"p2@OR7E156P,0.2867",47.0,+,64311615,64311617,"60,179,113",p2,OR7E156P,ENSG00000215430,ENSG00000215430.2
chr19,9314676,9314678,"p1@OR7E25P,0.0779",-305.0,+,9314676,9314678,"211,211,211",p1,OR7E25P,ENSG00000187847,ENSG00000187847.3
chr8,12542403,12542404,"p1@OR7E8P,0.1174",257.0,-,12542403,12542404,"211,211,211",p1,OR7E8P,ENSG00000177400,ENSG00000177400.6
chr2,71250962,71250963,"p3@OR7E91P,0.1326",-241.0,+,71250962,71250963,"211,211,211",p3,OR7E91P,ENSG00000205847,ENSG00000205847.5
chr2,71250962,71250963,"p3@OR7E91P,0.1326",-241.0,+,71250962,71250963,"211,211,211",p3,OR7E91P,ENSG00000271942,ENSG00000271942.1
chr11,124135254,124135271,"p1@OR8G1,0.0711",414.0,+,124135254,124135271,"211,211,211",p1,OR8G1,ENSG00000197849,ENSG00000197849.4
chr12,48901069,48901070,"p1@OR8S1,0.0872",-66.0,+,48901069,48901070,"211,211,211",p1,OR8S1,ENSG00000197376,ENSG00000197376.2
chr12,122064853,122064864,"p6@ORAI1,0.2491",132.0,+,122064853,122064864,"60,179,113",p6,ORAI1,ENSG00000182500,ENSG00000182500.7
chr12,122064853,122064864,"p6@ORAI1,0.2491",132.0,+,122064853,122064864,"60,179,113",p6,ORAI1,ENSG00000272171,ENSG00000272171.1
chr7,102087937,102087938,"p8@ORAI2,0.1991",263.0,+,102087937,102087938,"30,144,255",p8,ORAI2,ENSG00000160991,ENSG00000160991.11
chr16,30959991,30959992,"p8@ORAI3,0.2607",-394.0,+,30959991,30959992,"60,179,113",p8,ORAI3,ENSG00000175938,ENSG00000175938.6
chr11,69472908,69472920,"p4@ORAOV1,0.1953",277.0,-,69472908,69472920,"30,144,255",p4,ORAOV1,ENSG00000149716,ENSG00000149716.8
chr1,52870043,52870052,"p5@ORC1,0.5650",6.0,-,52870043,52870052,"60,179,113",p5,ORC1,ENSG00000085840,ENSG00000085840.8
chr2,201828118,201828119,"p6@ORC2,0.3806",-18.0,-,201828118,201828119,"60,179,113",p6,ORC2,ENSG00000115942,ENSG00000115942.4
chr6,88317463,88317466,"p2@ORC3,0.0986",72.0,+,88317463,88317466,"211,211,211",p2,ORC3,ENSG00000135336,ENSG00000135336.10
chr2,148778536,148778538,"p13@ORC4,0.4766",-73.0,-,148778536,148778538,"60,179,113",p13,ORC4,ENSG00000115947,ENSG00000115947.9
chr7,103848422,103848492,"p1@ORC5,0.2178",0.0,-,103848422,103848492,"30,144,255",p1,ORC5,ENSG00000164815,ENSG00000164815.6
chr16,46723303,46723314,"p6@ORC6,0.2266",-243.0,+,46723303,46723314,"30,144,255",p6,ORC6,ENSG00000091651,ENSG00000091651.4
chr9,117086005,117086035,"p1@ORM1,0.1450",-10.0,+,117086005,117086035,"30,144,255",p1,ORM1,ENSG00000229314,ENSG00000229314.4
chr2,190649314,190649324,"p7@ORMDL1,0.3210",-217.0,-,190649314,190649324,"60,179,113",p7,ORMDL1,ENSG00000128699,ENSG00000128699.9
chr12,56211700,56211708,"p4@ORMDL2,0.2818",0.0,+,56211700,56211708,"60,179,113",p4,ORMDL2,ENSG00000123353,ENSG00000123353.5
chr17,38084211,38084214,"p20@ORMDL3,0.3093",-327.0,-,38084211,38084214,"60,179,113",p20,ORMDL3,ENSG00000172057,ENSG00000172057.5
chr12,58109440,58109466,"p30@OS9,0.2473",-22.0,+,58109440,58109466,"60,179,113",p30,OS9,ENSG00000135506,ENSG00000135506.11
chr11,59369257,59369263,"p14@OSBP,0.0802",-454.0,-,59369257,59369263,"211,211,211",p14,OSBP,ENSG00000110048,ENSG00000110048.7
chr22,31283478,31283479,"p32@OSBP2,0.1428",65.0,+,31283478,31283479,"30,144,255",p32,OSBP2,ENSG00000184792,ENSG00000184792.11
chr3,31745338,31745339,"p38@OSBPL10,0.3216",-46.0,-,31745338,31745339,"60,179,113",p38,OSBPL10,ENSG00000144645,ENSG00000144645.9
chr3,31750727,31750770,"p2@OSBPL10-AS1,0.1047",0.0,+,31750727,31750770,"211,211,211",p2,OSBPL10-AS1,ENSG00000232490,ENSG00000232490.2
chr3,125313691,125313693,"p10@OSBPL11,0.2733",240.0,-,125313691,125313693,"60,179,113",p10,OSBPL11,ENSG00000144909,ENSG00000144909.7
chr18,21746752,21746753,"p18@OSBPL1A,0.1164",-83.0,-,21746752,21746753,"211,211,211",p18,OSBPL1A,ENSG00000141447,ENSG00000141447.12
chr20,60854395,60854397,"p5@OSBPL2,0.2733",225.0,+,60854395,60854397,"60,179,113",p5,OSBPL2,ENSG00000130703,ENSG00000130703.11
chr7,25021698,25021701,"p15@OSBPL3,0.1842",-445.0,-,25021698,25021701,"30,144,255",p15,OSBPL3,ENSG00000070882,ENSG00000070882.8
chr11,3182508,3182509,"p24@OSBPL5,0.3889",113.0,-,3182508,3182509,"60,179,113",p24,OSBPL5,ENSG00000021762,ENSG00000021762.15
chr2,179184921,179184924,"p10@OSBPL6,0.2343",-46.0,+,179184921,179184924,"60,179,113",p10,OSBPL6,ENSG00000079156,ENSG00000079156.12
chr17,45899294,45899330,"p3@OSBPL7,0.1958",-94.0,-,45899294,45899330,"30,144,255",p3,OSBPL7,ENSG00000006025,ENSG00000006025.7
chr12,76954017,76954024,"p35@OSBPL8,0.3141",-428.0,-,76954017,76954024,"60,179,113",p35,OSBPL8,ENSG00000091039,ENSG00000091039.12
chr1,52251447,52251448,"p25@OSBPL9,0.0876",-32.0,+,52251447,52251448,"211,211,211",p25,OSBPL9,ENSG00000117859,ENSG00000117859.14
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000170909,ENSG00000170909.9
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000271658,ENSG00000271658.1
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000272919,ENSG00000272919.1
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000272833,ENSG00000272833.1
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000273239,ENSG00000273239.1
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000272891,ENSG00000272891.1
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000273268,ENSG00000273268.1
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000273222,ENSG00000273222.1
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000273380,ENSG00000273380.1
chr19,54605977,54605997,"p2@OSCAR,0.2864",0.0,-,54605977,54605997,"60,179,113",p2,OSCAR,ENSG00000273074,ENSG00000273074.1
chr1,36884902,36884923,"p8@OSCP1,0.2381",-8.0,-,36884902,36884923,"60,179,113",p8,OSCP1,ENSG00000116885,ENSG00000116885.14
chr14,20916957,20916976,"p8@OSGEP,0.1610",352.0,-,20916957,20916976,"30,144,255",p8,OSGEP,ENSG00000092094,ENSG00000092094.6
chr2,190627346,190627394,"p5@OSGEPL1,0.2679",107.0,-,190627346,190627394,"60,179,113",p5,OSGEPL1,ENSG00000128694,ENSG00000128694.7
chr16,83986909,83986910,"p6@OSGIN1,0.3834",82.0,+,83986909,83986910,"60,179,113",p6,OSGIN1,ENSG00000140961,ENSG00000140961.8
chr8,90914110,90914111,"p13@OSGIN2,0.5177",14.0,+,90914110,90914111,"60,179,113",p13,OSGIN2,ENSG00000164823,ENSG00000164823.5
chr22,30663107,30663108,"p8@OSM,0.1594",-267.0,-,30663107,30663108,"30,144,255",p8,OSM,ENSG00000099985,ENSG00000099985.3
chr5,38904079,38904091,"p8@OSMR,0.1032",-408.0,+,38904079,38904091,"211,211,211",p8,OSMR,ENSG00000145623,ENSG00000145623.8
chr2,19553218,19553220,"p12@OSR1,0.1496",345.0,-,19553218,19553220,"30,144,255",p12,OSR1,ENSG00000143867,ENSG00000143867.5
chr8,99960579,99960584,"p12@OSR2,0.3172",-35.0,+,99960579,99960584,"60,179,113",p12,OSR2,ENSG00000164920,ENSG00000164920.5
chr2,27295098,27295101,"p7@OST4,0.1998",-457.0,-,27295098,27295101,"30,144,255",p7,OST4,ENSG00000228474,ENSG00000228474.1
chr4,109571800,109571811,"p2@OSTC,0.3789",0.0,+,109571800,109571811,"60,179,113",p2,OSTC,ENSG00000198856,ENSG00000198856.8
chr6,159263213,159263219,"p1@OSTCP1,0.1326",-11.0,-,159263213,159263219,"211,211,211",p1,OSTCP1,ENSG00000243775,ENSG00000243775.2
chr4,113606192,113606195,"p1@OSTCP4,0.0952",-15.0,+,113606192,113606195,"211,211,211",p1,OSTCP4,ENSG00000220924,ENSG00000220924.4
chr1,45536119,45536128,"p1@OSTCP5,0.0867",-18.0,-,45536119,45536128,"211,211,211",p1,OSTCP5,ENSG00000234315,ENSG00000234315.1
chr9,77703260,77703272,"p5@OSTF1,0.3563",-125.0,+,77703260,77703272,"60,179,113",p5,OSTF1,ENSG00000134996,ENSG00000134996.11
chr6,108487060,108487093,"p9@OSTM1,0.2980",-2.0,-,108487060,108487093,"60,179,113",p9,OSTM1,ENSG00000081087,ENSG00000081087.10
chr3,190916825,190916826,"p3@OSTN,0.1089",-203.0,+,190916825,190916826,"211,211,211",p3,OSTN,ENSG00000188729,ENSG00000188729.2
chrX,38211726,38211732,"p4@OTC,0.2248",-3.0,+,38211726,38211732,"30,144,255",p4,OTC,ENSG00000036473,ENSG00000036473.6
chr16,21695667,21695668,"p4@OTOA,0.1259",-81.0,+,21695667,21695668,"211,211,211",p4,OTOA,ENSG00000155719,ENSG00000155719.12
chr2,26701039,26701040,"p20@OTOF,0.4132",-129.0,-,26701039,26701040,"60,179,113",p20,OTOF,ENSG00000115155,ENSG00000115155.12
chr11,17568837,17568838,"p3@OTOG,0.1457",-81.0,+,17568837,17568838,"30,144,255",p3,OTOG,ENSG00000188162,ENSG00000188162.6
chr12,80750127,80750133,"p2@OTOGL,0.1489",0.0,+,80750127,80750133,"30,144,255",p2,OTOGL,ENSG00000165899,ENSG00000165899.6
chr4,4228594,4228635,"p1@OTOP1,0.3021",0.0,-,4228594,4228635,"60,179,113",p1,OTOP1,ENSG00000163982,ENSG00000163982.5
chr17,72920366,72920373,"p1@OTOP2,0.3086",0.0,+,72920366,72920373,"60,179,113",p1,OTOP2,ENSG00000183034,ENSG00000183034.8
chr17,72931350,72931351,"p5@OTOP3,0.2227",-462.0,+,72931350,72931351,"30,144,255",p5,OTOP3,ENSG00000182938,ENSG00000182938.4
chr20,16729000,16729003,"p1@OTOR,0.1021",0.0,+,16729000,16729003,"211,211,211",p1,OTOR,ENSG00000125879,ENSG00000125879.4
chr2,241080111,241080112,"p8@OTOS,0.6764",-38.0,-,241080111,241080112,"60,179,113",p8,OTOS,ENSG00000178602,ENSG00000178602.3
chr5,76934505,76934511,"p2@OTP,0.4102",10.0,-,76934505,76934511,"60,179,113",p2,OTP,ENSG00000171540,ENSG00000171540.6
chr11,63768270,63768271,"p12@OTUB1,0.1983",-315.0,+,63768270,63768271,"30,144,255",p12,OTUB1,ENSG00000167770,ENSG00000167770.7
chr14,94492788,94492790,"p7@OTUB2,0.7024",64.0,+,94492788,94492790,"60,179,113",p7,OTUB2,ENSG00000089723,ENSG00000089723.5
chr10,23729395,23729399,"p26@OTUD1,0.4289",42.0,+,23729395,23729399,"60,179,113",p26,OTUD1,ENSG00000165312,ENSG00000165312.5
chr1,20216916,20216917,"p5@OTUD3,0.2494",-33.0,+,20216916,20216917,"60,179,113",p5,OTUD3,ENSG00000169914,ENSG00000169914.5
chr4,146100773,146100776,"p17@OTUD4,0.6109",8.0,-,146100773,146100776,"60,179,113",p17,OTUD4,ENSG00000164164,ENSG00000164164.11
chrX,48792371,48792376,"p23@OTUD5,0.0892",-234.0,-,48792371,48792376,"211,211,211",p23,OTUD5,ENSG00000068308,ENSG00000068308.9
chrX,48792371,48792376,"p23@OTUD5,0.0892",-234.0,-,48792371,48792376,"211,211,211",p23,OTUD5,ENSG00000267983,ENSG00000267983.1
chrX,69282276,69282282,"p2@OTUD6A,0.3962",-58.0,+,69282276,69282282,"60,179,113",p2,OTUD6A,ENSG00000189401,ENSG00000189401.2
chr8,92083261,92083262,"p4@OTUD6B,0.2431",-219.0,+,92083261,92083262,"60,179,113",p4,OTUD6B,ENSG00000155100,ENSG00000155100.6
chr15,32162893,32162900,"p6@OTUD7A,0.5971",-13.0,-,32162893,32162900,"60,179,113",p6,OTUD7A,ENSG00000169918,ENSG00000169918.5
chr1,149982790,149982792,"p13@OTUD7B,0.3976",-104.0,-,149982790,149982792,"60,179,113",p13,OTUD7B,ENSG00000163113,ENSG00000163113.10
chr1,149982790,149982792,"p13@OTUD7B,0.3976",-104.0,-,149982790,149982792,"60,179,113",p13,OTUD7B,ENSG00000264522,ENSG00000264522.1
chr2,63276868,63276870,"p8@OTX1,0.3293",-321.0,+,63276868,63276870,"60,179,113",p8,OTX1,ENSG00000115507,ENSG00000115507.5
chr14,57276950,57276951,"p11@OTX2,0.3182",145.0,-,57276950,57276951,"60,179,113",p11,OTX2,ENSG00000165588,ENSG00000165588.12
chr17,1944952,1944972,"p5@OVCA2,0.2800",-304.0,+,1944952,1944972,"60,179,113",p5,OVCA2,ENSG00000262664,ENSG00000262664.1
chr11,7728123,7728127,"p6@OVCH2,0.1868",-155.0,-,7728123,7728127,"30,144,255",p6,OVCH2,ENSG00000183378,ENSG00000183378.7
chr1,111970397,111970398,"p6@OVGP1,0.2519",0.0,-,111970397,111970398,"60,179,113",p6,OVGP1,ENSG00000085465,ENSG00000085465.11
chr11,65554422,65554423,"p12@OVOL1,0.5358",-69.0,+,65554422,65554423,"60,179,113",p12,OVOL1,ENSG00000172818,ENSG00000172818.5
chr20,18039806,18039810,"p18@OVOL2,0.5598",21.0,-,18039806,18039810,"60,179,113",p18,OVOL2,ENSG00000125850,ENSG00000125850.6
chr14,23236473,23236478,"p8@OXA1L,0.6389",-12.0,+,23236473,23236478,"60,179,113",p8,OXA1L,ENSG00000155463,ENSG00000155463.8
chr5,41843061,41843087,"p20@OXCT1,0.1278",-202.0,-,41843061,41843087,"211,211,211",p20,OXCT1,ENSG00000083720,ENSG00000083720.8
chr1,39981598,39981600,"p2@OXCT2,0.2551",187.0,+,39981598,39981600,"60,179,113",p2,OXCT2,ENSG00000198754,ENSG00000198754.5
chr1,39980589,39980599,"p1@OXCT2P1,0.3567",-28.0,+,39980589,39980599,"60,179,113",p1,OXCT2P1,ENSG00000237624,ENSG00000237624.1
chr2,42991242,42991251,"p2@OXER1,0.5598",-40.0,-,42991242,42991251,"60,179,113",p2,OXER1,ENSG00000162881,ENSG00000162881.5
chr13,97646714,97646716,"p4@OXGR1,0.4514",13.0,-,97646714,97646716,"60,179,113",p4,OXGR1,ENSG00000165621,ENSG00000165621.4
chr3,16306786,16306789,"p13@OXNAD1,0.5936",46.0,+,16306786,16306789,"60,179,113",p13,OXNAD1,ENSG00000154814,ENSG00000154814.9
chr8,107281959,107281964,"p37@OXR1,0.2847",-441.0,+,107281959,107281964,"60,179,113",p37,OXR1,ENSG00000164830,ENSG00000164830.13
chr3,25831750,25831753,"p11@OXSM,0.2387",-217.0,+,25831750,25831753,"60,179,113",p11,OXSM,ENSG00000151093,ENSG00000151093.3
chr3,38206595,38206598,"p14@OXSR1,0.4624",15.0,+,38206595,38206598,"60,179,113",p14,OXSR1,ENSG00000172939,ENSG00000172939.4
chr20,3052206,3052207,"p7@OXT,0.3490",-58.0,+,3052206,3052207,"60,179,113",p7,OXT,ENSG00000101405,ENSG00000101405.3
chr3,8809748,8809751,"p34@OXTR,0.2772",121.0,-,8809748,8809751,"60,179,113",p34,OXTR,ENSG00000180914,ENSG00000180914.6
chr17,3819420,3819426,"p6@P2RX1,0.1281",93.0,-,3819420,3819426,"211,211,211",p6,P2RX1,ENSG00000108405,ENSG00000108405.3
chr12,133195356,133195367,"p3@P2RX2,0.5231",0.0,+,133195356,133195367,"60,179,113",p3,P2RX2,ENSG00000187848,ENSG00000187848.8
chr11,57106033,57106034,"p3@P2RX3,0.1880",185.0,+,57106033,57106034,"30,144,255",p3,P2RX3,ENSG00000109991,ENSG00000109991.4
chr12,121666583,121666605,"p11@P2RX4,0.1779",-256.0,+,121666583,121666605,"30,144,255",p11,P2RX4,ENSG00000135124,ENSG00000135124.10
chr17,3592413,3592414,"p18@P2RX5,0.1406",-377.0,-,3592413,3592414,"30,144,255",p18,P2RX5,ENSG00000083454,ENSG00000083454.17
chr22,21369202,21369211,"p6@P2RX6,0.5261",-104.0,+,21369202,21369211,"60,179,113",p6,P2RX6,ENSG00000099957,ENSG00000099957.12
chr12,121570626,121570632,"p3@P2RX7,0.3653",0.0,+,121570626,121570632,"60,179,113",p3,P2RX7,ENSG00000089041,ENSG00000089041.12
chr3,152552348,152552350,"p17@P2RY1,0.2366",-385.0,+,152552348,152552350,"60,179,113",p17,P2RY1,ENSG00000169860,ENSG00000169860.4
chrX,78216109,78216121,"p3@P2RY10,0.0867",91.0,+,78216109,78216121,"211,211,211",p3,P2RY10,ENSG00000078589,ENSG00000078589.8
chr19,10223055,10223064,"p6@P2RY11,0.1546",275.0,+,10223055,10223064,"30,144,255",p6,P2RY11,ENSG00000244165,ENSG00000244165.1
chr3,151058808,151058809,"p14@P2RY12,0.1538",-167.0,-,151058808,151058809,"30,144,255",p14,P2RY12,ENSG00000169313,ENSG00000169313.9
chr3,151046319,151046328,"p5@P2RY13,0.0761",2.0,-,151046319,151046328,"211,211,211",p5,P2RY13,ENSG00000181631,ENSG00000181631.6
chr3,150996415,150996431,"p16@P2RY14,0.2188",-160.0,-,150996415,150996431,"30,144,255",p16,P2RY14,ENSG00000174944,ENSG00000174944.4
chr11,72945671,72945681,"p17@P2RY2,0.3121",-68.0,+,72945671,72945681,"60,179,113",p17,P2RY2,ENSG00000175591,ENSG00000175591.7
chrX,69480048,69480055,"p1@P2RY4,0.1328",-394.0,-,69480048,69480055,"211,211,211",p1,P2RY4,ENSG00000186912,ENSG00000186912.5
chr11,72976268,72976269,"p28@P2RY6,0.2819",-5.0,+,72976268,72976269,"60,179,113",p28,P2RY6,ENSG00000171631,ENSG00000171631.10
chrX,1613140,1613141,"p8@P2RY8,0.2131",104.0,-,1613140,1613141,"30,144,255",p8,P2RY8,ENSG00000182162,ENSG00000182162.5
chr10,74857093,74857100,"p5@P4HA1,0.2721",-361.0,-,74857093,74857100,"60,179,113",p5,P4HA1,ENSG00000122884,ENSG00000122884.8
chr5,131563354,131563356,"p32@P4HA2,0.3783",130.0,-,131563354,131563356,"60,179,113",p32,P4HA2,ENSG00000072682,ENSG00000072682.14
chr11,74022655,74022656,"p3@P4HA3,0.5106",42.0,-,74022655,74022656,"60,179,113",p3,P4HA3,ENSG00000149380,ENSG00000149380.7
chr17,79818008,79818012,"p46@P4HB,0.3053",66.0,-,79818008,79818012,"60,179,113",p46,P4HB,ENSG00000185624,ENSG00000185624.10
chr3,49027898,49027899,"p16@P4HTM,0.5321",127.0,+,49027898,49027899,"60,179,113",p16,P4HTM,ENSG00000178467,ENSG00000178467.13
chr12,56499492,56499499,"p7@PA2G4,0.2422",-446.0,+,56499492,56499499,"60,179,113",p7,PA2G4,ENSG00000170515,ENSG00000170515.9
chrX,120003764,120003779,"p2@PA2G4P1,0.0953",-103.0,-,120003764,120003779,"211,211,211",p2,PA2G4P1,ENSG00000237828,ENSG00000237828.1
chr20,12360783,12360784,"p1@PA2G4P2,0.1203",79.0,+,12360783,12360784,"211,211,211",p1,PA2G4P2,ENSG00000235698,ENSG00000235698.1
chr3,156530301,156530308,"p3@PA2G4P4,0.0754",-491.0,-,156530301,156530308,"211,211,211",p3,PA2G4P4,ENSG00000230457,ENSG00000230457.3
chr11,73587734,73587760,"p2@PAAF1,0.2401",0.0,+,73587734,73587760,"60,179,113",p2,PAAF1,ENSG00000175575,ENSG00000175575.8
chr8,101721990,101721995,"p51@PABPC1,0.4176",79.0,-,101721990,101721995,"60,179,113",p51,PABPC1,ENSG00000070756,ENSG00000070756.9
chr20,43560973,43560988,"p18@PABPC1L,0.1186",153.0,+,43560973,43560988,"211,211,211",p18,PABPC1L,ENSG00000101104,ENSG00000101104.8
chrX,72299342,72299352,"p1@PABPC1L2A,p1@PABPC1L2B,0.2906",0.0,-,72299342,72299352,"60,179,113",p1,PABPC1L2A,ENSG00000186288,ENSG00000186288.4
