	gene_id	gene_type	split	labels	gene_name	TSS	chromosome_name	strand	fpkm_median	tpm_median	fpkm_uq_median
16855	ENSG00000172208	protein_coding	test	-1.4632121967076763	OR4X2	48266608	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16856	ENSG00000172289	protein_coding	train	-1.4632121967076763	OR10V1	59481337	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16857	ENSG00000172301	protein_coding	test	1.1455927624653144	COPRS	30186310	chr17	-	4.425647283309205	5.917625088395566	4.602165850791213
16858	ENSG00000172320	protein_coding	train	-1.4632121967076763	OR5A1	59210617	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16859	ENSG00000172324	protein_coding	train	-1.4632121967076763	OR5A2	59190449	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16860	ENSG00000172361	protein_coding	train	-0.5466241426557445	CFAP53	47792892	chr18	-	0.3987881476337687	1.8741280769636848	0.5822669533505123
16861	ENSG00000172362	protein_coding	train	-1.433339212116305	OR5B12	58207646	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16862	ENSG00000172365	protein_coding	train	-1.4632121967076763	OR5B2	58190786	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16863	ENSG00000172366	protein_coding	train	0.9149166452018156	MCRIP2	696747	chr16	+	2.9909367131754268	4.472143303147695	3.1592739575471573
16864	ENSG00000172377	protein_coding	train	-1.4632121967076763	OR9I1	57886916	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16865	ENSG00000172428	protein_coding	train	1.105706749357312	COPS9	241075764	chr2	-	4.36996195418631	5.860597858086584	4.564932944592238
16866	ENSG00000172457	protein_coding	train	-1.4632121967076763	OR9G4	56511287	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16867	ENSG00000172459	protein_coding	train	-1.4632121967076763	OR5AR1	56431138	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16868	ENSG00000172464	protein_coding	test	-1.4632121967076763	OR5AP2	56409947	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16869	ENSG00000172478	protein_coding	train	-1.3611710784461104	MAB21L4	241831455	chr2	-	1.1028596579220562	2.6113848726655218	1.3246954135892206
16870	ENSG00000172487	protein_coding	train	-1.4632121967076763	OR8J1	56127691	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16871	ENSG00000172489	protein_coding	train	-1.4632121967076763	OR5T3	56019676	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16872	ENSG00000172519	protein_coding	train	-1.4632121967076763	OR10H5	15904761	chr19	+	-6.89539495677069	-6.148161027150656	-6.844768883700722
16873	ENSG00000172640	protein_coding	train	-1.4632121967076763	OR10AD1	48597170	chr12	-	-4.374823043319488	-3.023269779322848	-4.130365444186607
16874	ENSG00000172661	protein_coding	train	0.7207931747857752	WASHC2C	46222648	chr10	+	2.4111279132765624	3.875072300640186	2.597626516470906
16875	ENSG00000172680	protein_coding	train	-1.4632121967076763	MOS	57026541	chr8	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16876	ENSG00000172742	protein_coding	train	-1.4632121967076763	OR4D9	59282386	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16877	ENSG00000172769	protein_coding	train	-1.4632121967076763	OR5B3	58170882	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16878	ENSG00000172771	protein_coding	train	-1.049901894142229	EFCAB12	129140426	chr3	-	-1.6326289343514704	-0.1017529439181318	-1.4679324477109692
16879	ENSG00000172772	protein_coding	train	-1.4632121967076763	OR10W1	58035732	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16880	ENSG00000172775	protein_coding	train	1.2215917827318188	PSME3IP1	57219976	chr16	-	3.9463940048542976	5.393553488861133	4.137888737470401
16881	ENSG00000172785	protein_coding	train	0.064275866596159	CBWD1	149446	chr9	-	-0.1101371186348213	1.315160433386764	0.0231843692482633
16882	ENSG00000172789	protein_coding	train	-0.9756455336604186	HOXC5	54426637	chr12	+	-2.3047188048551392	-0.8504804785099708	-2.068543859087288
16883	ENSG00000172901	protein_coding	train	-1.2417440520777	LVRN	115298191	chr5	+	-5.243318260190996	-3.919205918041758	-5.054092702789747
16884	ENSG00000172938	protein_coding	train	-1.4632121967076763	MRGPRD	68748455	chr11	-	-5.665660560093073	-4.454822365384708	-5.566613190842264
16885	ENSG00000173020	protein_coding	train	1.1418543730792758	GRK2	67044008	chr11	+	4.39707047817858	5.875839027600865	4.584499561795114
16886	ENSG00000173064	protein_coding	train	0.3772792595537916	HECTD4	112819896	chr12	-	1.4831579518080842	2.9467308601403097	1.6469920835672736
16887	ENSG00000173065	protein_coding	train	0.9021945757865544	FAM222B	27169841	chr17	-	2.9082172648718068	4.387155717662981	3.078968414607891
16888	ENSG00000173124	protein_coding	train	-1.4311173621032574	ACSM6	96953957	chr10	+	-5.435963338133392	-4.166178862209418	-5.276485124126196
16889	ENSG00000173214	protein_coding	valid	0.1094359056615516	MFSD4B	111580551	chr6	+	0.2904244038652995	1.7895623355695045	0.4896456880402869
16890	ENSG00000173250	protein_coding	train	-1.4632121967076763	GPR151	145895753	chr5	-	-6.89539495677069	-6.068543859087288	-6.844768883700722
16891	ENSG00000173276	protein_coding	train	0.4241180364456579	ZBTB21	43430466	chr21	-	1.090175949790207	2.544856274889975	1.2433644256936602
16892	ENSG00000173285	protein_coding	train	-1.4632121967076763	OR10K1	158435272	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16893	ENSG00000173302	protein_coding	train	-1.4632121967076763	GPR148	131486643	chr2	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16894	ENSG00000173421	protein_coding	train	-1.1367858208635888	IHO1	49236320	chr3	+	-3.004624026525448	-1.6060347243397572	-2.8562147752913987
16895	ENSG00000173431	protein_coding	train	-1.4632121967076763	RNASE8	21525981	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16896	ENSG00000173436	protein_coding	train	0.8912650630460154	MICOS10	19923484	chr1	+	1.0559591502282768	2.569636909559793	1.2271249344499258
16897	ENSG00000173465	protein_coding	train	1.259035951038422	ZNRD2	65338074	chr11	+	4.112208031447477	5.607522660265579	4.292170682649035
16898	ENSG00000173540	protein_coding	train	0.5799219480096928	GMPPB	49761384	chr3	-	1.8018622381807416	3.3164933377753147	1.9477409543406603
16899	ENSG00000173557	protein_coding	valid	-1.3156117029230645	FAM166C	26785903	chr2	+	-1.668868077782798	-0.2194379238289402	-1.4937027345284777
16900	ENSG00000173559	protein_coding	train	0.3440053779405334	NABP1	192542862	chr2	+	-0.1811494391045664	1.253021095711513	-0.0292935669506171
16901	ENSG00000173567	protein_coding	train	-1.09570943295137	ADGRF3	26568670	chr2	-	-2.2048980418771755	-0.7851291659960947	-2.0034666297197794
16902	ENSG00000173572	protein_coding	train	-1.4632121967076763	NLRP13	56443702	chr19	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16903	ENSG00000173588	protein_coding	train	0.1584233454485387	CEP83	94853728	chr12	-	0.2322923620891483	1.6726063746963795	0.4276061727818994
16904	ENSG00000173626	protein_coding	train	-1.38069499089652	TRAPPC3L	116833506	chr6	-	-4.961282892427146	-3.671163535770461	-4.803896602285193
16905	ENSG00000173678	protein_coding	train	-1.2677221687433868	SPDYE2B	102290772	chr7	+	-5.092955525127202	-3.756330919033137	-4.956795501434833
16906	ENSG00000173679	protein_coding	train	-1.4632121967076763	OR1L1	125423845	chr9	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16907	ENSG00000173681	protein_coding	train	-0.0036643547003526	BCLAF3	19988416	chrX	-	0.0051843758597232	1.47793631599449	0.1816750614148966
16908	ENSG00000173698	protein_coding	train	-1.0660520194205378	ADGRG2	19054506	chrX	-	1.1656225671789329	2.676131979972139	1.4127273385916428
16909	ENSG00000173769	protein_coding	test	-1.4632121967076763	TOPAZ1	44283378	chr3	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16910	ENSG00000173838	protein_coding	valid	-1.3104273441009038	MARCHF10	60885651	chr17	-	-3.262572817270941	-1.7928567950582512	-2.99079617267016
16911	ENSG00000173915	protein_coding	train	1.724464537372514	ATP5MK	105155780	chr10	-	6.557114425644658	8.011115973490762	6.771455134930883
16912	ENSG00000173926	protein_coding	train	-0.0759320954022678	MARCHF3	126366500	chr5	-	-0.9406447223835788	0.5298709091281665	-0.7473421358058826
16913	ENSG00000173933	protein_coding	test	1.238535738976484	RBM4	66406406	chr11	+	1.1270389122107491	2.604593257056665	1.3168408495295876
16914	ENSG00000173947	protein_coding	train	-0.5912522920005946	PIFO	111889222	chr1	+	1.1233351132530809	2.644502372418936	1.318461465167583
16915	ENSG00000174004	protein_coding	train	-0.0563486215940559	NRROS	196366557	chr3	+	1.1932671060636035	2.637981130906372	1.3233124177579028
16916	ENSG00000174010	protein_coding	train	0.2503182670409347	KLHL15	24045303	chrX	-	0.8575033342554604	2.2670563181786862	1.029770897406524
16917	ENSG00000174015	protein_coding	train	-1.4632121967076763	CBY2	46277263	chr13	+	-2.057691943843816	-0.6386807984427838	-1.872498780784163
16918	ENSG00000174016	protein_coding	train	-1.4632121967076763	TENT5D	79591003	chrX	+	-5.772012541265407	-4.5907448533151625	-5.636660688370521
16919	ENSG00000174145	protein_coding	train	-1.4052365380666896	NWD2	37245842	chr4	+	-7.097887820669433	-6.454822365384707	-7.039784866105864
16920	ENSG00000174173	protein_coding	train	1.0816264653963377	TRMT10C	101280706	chr3	+	4.367203300657249	5.879428863793987	4.566218473194937
16921	ENSG00000174255	protein_coding	train	-1.440067893877767	ZNF80	113956425	chr3	-	-6.17918792277128	-5.1127866970487705	-6.097887820669432
16922	ENSG00000174339	protein_coding	train	-1.4632121967076763	OR2Y1	180167099	chr5	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16923	ENSG00000174448	protein_coding	train	-1.3708325959347625	STARD6	51884334	chr18	-	-5.122805452873762	-3.766111939825722	-4.956795501434833
16924	ENSG00000174450	protein_coding	train	-1.4632121967076763	GOLGA6L2	23692381	chr15	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16925	ENSG00000174500	protein_coding	train	-1.3969141472238904	GCSAM	111852152	chr3	-	-2.694321256757713	-1.2112307783424274	-2.5378429521526056
16926	ENSG00000174514	protein_coding	train	-0.7093360521749178	MFSD4A	205538105	chr1	+	-0.9971174914668788	0.4672794804599822	-0.7911082249738468
16927	ENSG00000174527	protein_coding	train	-1.3479672487791965	MYO1H	109785708	chr12	+	-4.020925838854548	-2.663830889535991	-3.840629153339797
16928	ENSG00000174529	protein_coding	train	-0.0836350648351071	TMEM81	205053645	chr1	-	0.6984852076568233	2.180370678577787	0.8454298328511518
16929	ENSG00000174667	protein_coding	train	-1.4632121967076763	OR7D4	9325542	chr19	-	-7.020925838854548	-6.254289378012	-6.947862376664824
16930	ENSG00000174684	protein_coding	train	1.0278429903288946	B4GAT1	66115163	chr11	-	3.3997453225754004	4.895375335984712	3.594930669812392
16931	ENSG00000174718	protein_coding	train	0.7794378253367116	RESF1	32112353	chr12	+	4.176785509884428	5.630658829540714	4.399916179866091
16932	ENSG00000174749	protein_coding	train	0.5262894098314951	FAM241A	113066553	chr4	+	-1.2716005413289375	0.2101394574016682	-1.1037669077922023
16933	ENSG00000174792	protein_coding	train	-1.340584000734003	ODAPH	76481258	chr4	+	-4.861447624847352	-3.5311560570253624	-4.691522623405039
16934	ENSG00000174837	protein_coding	train	-1.3867123753129031	ADGRE1	6887583	chr19	+	-2.192974874501356	-0.661547059644951	-1.966347947510003
16935	ENSG00000174839	protein_coding	train	0.6141874005567257	DENND6A	57678816	chr3	-	2.167100968963075	3.645886075687726	2.3596336130480404
16936	ENSG00000174876	protein_coding	train	-1.4115755737419096	AMY1B	104238912	chr1	-	-3.848920526971188	-2.424300420607812	-3.627716487119472
16937	ENSG00000174886	protein_coding	train	1.7279831562740715	NDUFA11	5903797	chr19	-	1.223113588580102	2.7005063025295053	1.3557492693564392
16938	ENSG00000174898	protein_coding	train	-1.4137075508612182	CATSPERD	5720688	chr19	+	-4.680382065799838	-3.385337265063424	-4.52616114710497
16939	ENSG00000174914	protein_coding	train	-1.4632121967076763	OR9G1	56467864	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16940	ENSG00000174917	protein_coding	train	1.258501232423715	MICOS13	5680907	chr19	-	4.666307809853152	6.150261115038162	4.838861028561341
16941	ENSG00000174937	protein_coding	test	-1.4632121967076763	OR5M3	56238014	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16942	ENSG00000174957	protein_coding	train	-1.4632121967076763	OR5J2	55944094	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16943	ENSG00000174970	protein_coding	train	-1.4632121967076763	OR10AG1	55735990	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16944	ENSG00000174982	protein_coding	train	-1.4632121967076763	OR4S2	55418380	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16945	ENSG00000175018	protein_coding	train	-1.4632121967076763	TEX36	127371713	chr10	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16946	ENSG00000175106	protein_coding	train	0.1668180264204629	TVP23C	15466742	chr17	-	-2.2681216511915685	-0.8486606989577191	-2.097887820669432
16947	ENSG00000175143	protein_coding	train	-1.4632121967076763	OR2T1	248569296	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16948	ENSG00000175279	protein_coding	train	0.3690773634917892	CENPS	10490159	chr1	+	0.0167815502334016	1.4212637008542672	0.1784915678223105
16949	ENSG00000175309	protein_coding	train	0.5198412583145552	PHYKPL	177659792	chr5	-	2.124989769978664	3.5542941434427395	2.312142363246136
16950	ENSG00000175318	protein_coding	train	-1.0548899959457092	GRAMD2A	72490126	chr15	-	1.293782455785916	2.7637727342044025	1.5225077763668071
16951	ENSG00000175344	protein_coding	train	-0.5655451604192202	CHRNA7	32322701	chr15	+	-5.811978948583052	-4.604717795867766	-5.643856189774724
16952	ENSG00000175398	protein_coding	train	-1.4632121967076763	OR10P1	56030644	chr12	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16953	ENSG00000175485	protein_coding	train	-1.4632121967076763	OR52W1	6220376	chr11	+	-5.764150423492437	-4.587272661408357	-5.629500896797655
16954	ENSG00000175514	protein_coding	train	-1.4608462860149525	GPR152	67220200	chr11	-	-5.6152870375779536	-4.411195432984449	-5.442222328605075
16955	ENSG00000175600	protein_coding	train	-0.3216575469205305	SUGCT	40174575	chr7	+	0.4396763234906867	1.885066696291112	0.589475877911847
16956	ENSG00000175619	protein_coding	train	-1.4632121967076763	OR4B1	48238344	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16957	ENSG00000175664	protein_coding	train	-1.4158491531920192	TEX26	31506840	chr13	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16958	ENSG00000175707	protein_coding	train	-0.1245690351391443	KDF1	27286897	chr1	-	3.8783231746447577	5.365031080379591	4.083153786692503
16959	ENSG00000175809	protein_coding	train	-1.4632121967076763	CBLL2	22291065	chrX	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16960	ENSG00000175877	protein_coding	valid	-1.4632121967076763	TMEM270	73275502	chr7	+	-0.8549095231975798	0.5400272692575073	-0.6924548981004137
16961	ENSG00000176076	protein_coding	train	-0.8145826737059026	KCNE5	108868393	chrX	-	-2.4212061673232474	-1.1259506362447744	-2.2870081105382027
16962	ENSG00000176092	protein_coding	train	-0.5756614578188811	CRYBG2	26670576	chr1	-	-0.5756153284619034	0.9441087991079548	-0.3459311372709191
16963	ENSG00000176136	protein_coding	train	-1.4632121967076763	MC5R	13825543	chr18	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16964	ENSG00000176198	protein_coding	train	-1.4632121967076763	OR11H4	20710898	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16965	ENSG00000176200	protein_coding	train	-1.4632121967076763	OR4D11	59271049	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16966	ENSG00000176209	protein_coding	train	0.861490531486803	SMIM19	42396298	chr8	+	2.92829451439129	4.3974333436825805	3.1275342354766584
16967	ENSG00000176219	protein_coding	train	-1.4632121967076763	OR11H6	20691791	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16968	ENSG00000176230	protein_coding	train	-1.4632121967076763	OR4K17	20585566	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16969	ENSG00000176231	protein_coding	train	-1.4632121967076763	OR10H4	16059818	chr19	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16970	ENSG00000176239	protein_coding	train	-1.4632121967076763	OR51B6	5372738	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16971	ENSG00000176246	protein_coding	valid	-1.4632121967076763	OR4L1	20528204	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16972	ENSG00000176253	protein_coding	train	-1.4632121967076763	OR4K13	20502919	chr14	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16973	ENSG00000176269	protein_coding	train	-1.4158491531920192	OR4F21	117043	chr8	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16974	ENSG00000176281	protein_coding	train	-1.4632121967076763	OR4K5	20388741	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16975	ENSG00000176294	protein_coding	train	-1.4632121967076763	OR4N2	20295608	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16976	ENSG00000176299	protein_coding	train	-1.4632121967076763	OR4M1	20248401	chr14	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16977	ENSG00000176438	protein_coding	train	-0.2970800727374912	SYNE3	95934193	chr14	-	-2.215579775382216	-0.7774427086512716	-2.0156658551595115
16978	ENSG00000176476	protein_coding	train	0.9261373444279162	SGF29	28565247	chr16	+	3.089277797598218	4.531287877262279	3.243105418118947
16979	ENSG00000176485	protein_coding	train	0.6673664178991667	PLAAT3	63381841	chr11	-	3.388533979091799	4.828301535571164	3.560922785399688
16980	ENSG00000176495	protein_coding	train	-1.4632121967076763	OR5AN1	59131885	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16981	ENSG00000176540	protein_coding	train	-1.4632121967076763	OR4C5	48388017	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16982	ENSG00000176542	protein_coding	train	0.4333472013076707	USF3	113415493	chr3	-	0.9237957281440392	2.4134045266894724	1.1104300641862976
16983	ENSG00000176547	protein_coding	valid	-1.4632121967076763	OR4C3	48346472	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16984	ENSG00000176555	protein_coding	train	-1.4632121967076763	OR4S1	48327775	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16985	ENSG00000176567	protein_coding	train	-1.4632121967076763	OR4X1	48285413	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16986	ENSG00000176601	protein_coding	train	-1.4538185410237352	MAP3K19	135782248	chr2	-	-5.016249351645075	-3.6366606883705206	-4.853084151912725
16987	ENSG00000176623	protein_coding	train	0.6877566559789234	RMDN1	87521009	chr8	-	2.5937601067218616	4.039963056792485	2.800910251058352
16988	ENSG00000176681	protein_coding	train	-0.1342619082883525	LRRC37A	44372497	chr17	+	-3.534495630370494	-2.141780233728934	-3.3763203917059896
16989	ENSG00000176695	protein_coding	train	-1.4632121967076763	OR4F17	107471	chr19	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16990	ENSG00000176731	protein_coding	train	0.9298499248981836	RBIS	86132603	chr8	-	3.146150125284265	4.58540125373912	3.328132749068049
16991	ENSG00000176742	protein_coding	train	-1.4632121967076763	OR51V1	5221930	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16992	ENSG00000176782	protein_coding	train	-1.4632121967076763	DEFB104A	7693993	chr8	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16993	ENSG00000176787	protein_coding	train	-1.4632121967076763	OR52E2	5080857	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16994	ENSG00000176797	protein_coding	train	-1.4632121967076763	DEFB103A	7738726	chr8	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16995	ENSG00000176798	protein_coding	valid	-1.4632121967076763	OR51L1	5020213	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16996	ENSG00000176893	protein_coding	train	-1.4632121967076763	OR51G2	4936922	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16997	ENSG00000176895	protein_coding	train	-1.4632121967076763	OR51A7	4928600	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16998	ENSG00000176900	protein_coding	train	-1.4632121967076763	OR51T1	4903049	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16999	ENSG00000176907	protein_coding	train	0.4785628866547782	TCIM	40010989	chr8	+	3.0841323148364053	4.532323193956462	3.305634971490865
17000	ENSG00000176922	protein_coding	valid	-1.4632121967076763	OR51S1	4870514	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17001	ENSG00000176925	protein_coding	train	-1.4632121967076763	OR51F2	4842551	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17002	ENSG00000177023	protein_coding	train	-1.4632121967076763	DEFB104B	7332604	chr8	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17003	ENSG00000177047	protein_coding	test	-1.4632121967076763	IFNW1	21142144	chr9	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17004	ENSG00000177096	protein_coding	train	0.3036084022924437	PHETA2	42470255	chr22	+	2.580965512721537	4.06672641945651	2.7332241667676205
17005	ENSG00000177151	protein_coding	train	-1.4632121967076763	OR2T35	248802559	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17006	ENSG00000177174	protein_coding	train	-1.4632121967076763	OR14C36	248512077	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17007	ENSG00000177186	protein_coding	train	-1.4632121967076763	OR2M7	248487899	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17008	ENSG00000177201	protein_coding	train	-1.4632121967076763	OR2T12	248458880	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17009	ENSG00000177212	protein_coding	train	-1.4632121967076763	OR2T33	248437138	chr1	-	-6.643856189774724	-5.795859283219775	-6.546245393148302
17010	ENSG00000177225	protein_coding	train	0.9178721943925252	GATD1	777484	chr11	-	3.056167306300427	4.537004019156821	3.2405891022211017
17011	ENSG00000177275	protein_coding	train	-1.4632121967076763	OR2AJ1	248097071	chr1	+	-5.9213901653036345	-4.736965594166207	-5.779917739350753
17012	ENSG00000177427	protein_coding	valid	0.4236740415512525	MIEF2	18163848	chr17	+	2.0837239663930083	3.565999222331342	2.264085987625156
17013	ENSG00000177453	protein_coding	test	-1.043005513541918	NIM1K	43192954	chr5	+	-3.324816374212189	-1.90023351370707	-3.17266872938774
17014	ENSG00000177459	protein_coding	train	-0.9272813615010096	ERICH5	99076539	chr8	+	1.2368905483358008	2.7229905454879173	1.418297909858627
17015	ENSG00000177462	protein_coding	train	-1.4632121967076763	OR2T8	248084320	chr1	+	-3.8426975336810254	-2.361416384768338	-3.706511797624492
17016	ENSG00000177469	protein_coding	train	1.6129529275394148	CAVIN1	40575535	chr17	-	5.076965202112721	6.608438174000956	5.290365420850884
17017	ENSG00000177476	protein_coding	test	-1.4632121967076763	OR2G3	247768856	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17018	ENSG00000177489	protein_coding	train	-1.4632121967076763	OR2G2	247751662	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17019	ENSG00000177504	protein_coding	train	-1.4311173621032574	VCX2	8139308	chrX	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17020	ENSG00000177535	protein_coding	train	-1.4632121967076763	OR2B11	247615308	chr1	-	-6.629500896797654	-5.725469955328377	-6.5328248773859805
17021	ENSG00000177595	protein_coding	train	0.57465225254214	PIDD1	805230	chr11	-	1.7009279323079631	3.14859250156319	1.8554715093539256
17022	ENSG00000177602	protein_coding	train	0.145346389426975	HASPIN	3627211	chr17	+	0.3506103951992367	1.801655337889133	0.5139959793670126
17023	ENSG00000177673	protein_coding	train	-1.4632121967076763	TEX44	232457575	chr2	+	-5.83650126771712	-4.706511797624493	-5.7027498788282935
17024	ENSG00000177685	protein_coding	train	-0.2760378800486364	CRACR2B	829307	chr11	+	2.618497095726912	4.083451669871483	2.8624315535124527
17025	ENSG00000177693	protein_coding	train	-1.4632121967076763	OR4F4	102463298	chr15	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17026	ENSG00000177707	protein_coding	train	0.3517704788202199	NECTIN3	110790590	chr3	+	2.272918994765638	3.739405291510928	2.51604036872447
17027	ENSG00000177710	protein_coding	train	-1.1123945331559366	SLC35G5	11188397	chr8	+	-3.6933877756246014	-2.272297327162762	-3.554697057863487
17028	ENSG00000177721	protein_coding	train	-0.4326673578993924	ANXA2R	43043272	chr5	-	-1.3606752108291549	0.0636409926426958	-1.1752728727678972
17029	ENSG00000177728	protein_coding	train	1.099057470464298	TMEM94	73472628	chr17	+	3.314014890615014	4.823035987264654	3.473696009873182
17030	ENSG00000177868	protein_coding	train	0.8322809912769155	SVBP	43282923	chr1	-	3.5030306456411604	4.989406989428014	3.644571589110633
17031	ENSG00000177875	protein_coding	train	-0.4455368994234955	CCDC184	48577366	chr12	+	-0.4445764684380999	1.0071955014042038	-0.2261724210193062
17032	ENSG00000177992	protein_coding	train	-1.4632121967076763	SPATA31E1	90497741	chr9	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17033	ENSG00000178026	protein_coding	train	0.2568034423379037	LRRC75B	24989040	chr22	-	1.8882659239895083	3.314870508536833	2.103933991056233
17034	ENSG00000178033	protein_coding	train	-0.7818952189987315	CALHM5	116832809	chr6	+	-1.961282892427146	-0.5872726614083573	-1.8114724732255985
17035	ENSG00000178115	protein_coding	train	-1.0182338879821031	GOLGA8Q	30844281	chr15	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17036	ENSG00000178171	protein_coding	train	-1.4608462860149525	AMER3	131513864	chr2	+	-6.417347659966045	-5.374823043319489	-6.276485124126196
17037	ENSG00000178202	protein_coding	test	0.7704565174044531	POGLUT3	108362231	chr11	-	2.588732622317402	4.05928604874619	2.807828872569147
17038	ENSG00000178297	protein_coding	test	-1.1513083053540245	TMPRSS9	2389784	chr19	+	-2.353284338922645	-0.8895031180825976	-2.1707187020024685
17039	ENSG00000178358	protein_coding	train	-1.4632121967076763	OR2D3	6942205	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17040	ENSG00000178395	protein_coding	train	-1.4632121967076763	CCDC185	223566715	chr1	+	-4.115284870903968	-2.6803820657998387	-3.878321443411748
17041	ENSG00000178397	protein_coding	train	0.7301970730088277	FAM220A	6388590	chr7	-	3.0080565548710587	4.449884871783118	3.1885433512646686
17042	ENSG00000178404	protein_coding	train	0.3271040345174658	CEP295NL	76899283	chr17	-	-3.431286850923919	-2.0368218438261088	-3.233786498018345
17043	ENSG00000178449	protein_coding	train	1.078140320954342	COX14	50505762	chr12	+	4.3519745456733	5.857398824855036	4.534242177084049
17044	ENSG00000178460	protein_coding	train	-0.9647401312957444	MCMDC2	67782984	chr8	+	-1.900772134225139	-0.4939058880936786	-1.6924548981004135
17045	ENSG00000178586	protein_coding	train	-1.4632121967076763	OR6B3	240985489	chr2	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17046	ENSG00000178690	protein_coding	train	-1.4632121967076763	DYNAP	52258390	chr18	+	-6.65835575946984	-5.795859283219775	-6.6152870375779536
